Point_ID,Lot_ID,Wafer_ID,Die_ID,VDD_V,Frequency_GHz,Temperature_C,Current_mA,Timing_ns,Leakage_mA,Test_Time_ms,Pattern_ID,Test_ID,Failure_Code,Margin_GHz
552,LOT_A001,W001,D0001,0.91,1.02,85,62.291,0.7138,3.715,1.829,ATPG_052,SCAN_AT_SPEED,NA,0.6122
553,LOT_A001,W001,D0001,0.91,1.04,85,61.352,0.7521,3.79,1.817,ATPG_053,SCAN_AT_SPEED,NA,0.6117
554,LOT_A001,W001,D0001,0.91,1.06,85,63.599,0.7528,3.808,1.803,ATPG_054,SCAN_AT_SPEED,NA,0.5951
555,LOT_A001,W001,D0001,0.91,1.08,85,63.176,0.75,3.653,1.795,ATPG_055,SCAN_AT_SPEED,NA,0.5566
556,LOT_A001,W001,D0001,0.91,1.1,85,64.919,0.7575,3.876,1.837,ATPG_056,SCAN_AT_SPEED,NA,0.5352
557,LOT_A001,W001,D0001,0.91,1.12,85,65.07,0.7487,3.729,1.802,ATPG_057,SCAN_AT_SPEED,NA,0.5361
558,LOT_A001,W001,D0001,0.91,1.14,85,65.714,0.7557,3.817,1.832,ATPG_058,SCAN_AT_SPEED,NA,0.494
559,LOT_A001,W001,D0001,0.91,1.16,85,66.957,0.7802,3.746,1.828,ATPG_059,SCAN_AT_SPEED,NA,0.491
560,LOT_A001,W001,D0001,0.91,1.18,85,69.852,0.7641,3.831,1.844,ATPG_060,SCAN_AT_SPEED,NA,0.445
561,LOT_A001,W001,D0001,0.91,1.2,85,74.527,0.8111,3.734,1.832,ATPG_061,SCAN_AT_SPEED,NA,0.4436
562,LOT_A001,W001,D0001,0.91,1.22,85,70.395,0.7984,4.022,1.818,ATPG_062,SCAN_AT_SPEED,NA,0.3883
563,LOT_A001,W001,D0001,0.91,1.24,85,70.256,0.8533,3.837,1.917,ATPG_063,SCAN_AT_SPEED,NA,0.3982
564,LOT_A001,W001,D0001,0.91,1.26,85,73.128,0.8372,3.944,1.77,ATPG_064,SCAN_AT_SPEED,NA,0.395
565,LOT_A001,W001,D0001,0.91,1.28,85,74.641,0.8383,3.674,1.848,ATPG_065,SCAN_AT_SPEED,NA,0.3553
566,LOT_A001,W001,D0001,0.91,1.3,85,76.224,0.8467,4.028,1.839,ATPG_066,SCAN_AT_SPEED,NA,0.371
567,LOT_A001,W001,D0001,0.91,1.32,85,73.176,0.8845,3.844,1.848,ATPG_067,SCAN_AT_SPEED,NA,0.2897
568,LOT_A001,W001,D0001,0.91,1.34,85,79.127,0.8943,4.218,1.855,ATPG_068,SCAN_AT_SPEED,NA,0.2949
569,LOT_A001,W001,D0001,0.91,1.36,85,73.83,0.9002,3.71,1.873,ATPG_069,SCAN_AT_SPEED,NA,0.2856
570,LOT_A001,W001,D0001,0.91,1.38,85,76.36,0.8671,3.794,1.847,ATPG_070,SCAN_AT_SPEED,NA,0.2406
571,LOT_A001,W001,D0001,0.91,1.4,85,79.78,0.8709,3.918,1.921,ATPG_071,SCAN_AT_SPEED,NA,0.2305
572,LOT_A001,W001,D0001,0.91,1.42,85,77.848,0.8953,4.062,1.883,ATPG_072,SCAN_AT_SPEED,NA,0.2111
573,LOT_A001,W001,D0001,0.91,1.44,85,80.871,0.8882,3.987,1.896,ATPG_073,SCAN_AT_SPEED,NA,0.1908
574,LOT_A001,W001,D0001,0.91,1.46,85,79.351,0.9006,3.965,1.932,ATPG_074,SCAN_AT_SPEED,NA,0.1748
575,LOT_A001,W001,D0001,0.91,1.48,85,82.545,0.8876,3.797,1.885,ATPG_075,SCAN_AT_SPEED,NA,0.1488
576,LOT_A001,W001,D0001,0.91,1.5,85,80.894,0.9218,3.929,1.883,ATPG_076,SCAN_AT_SPEED,NA,0.1239
577,LOT_A001,W001,D0001,0.91,1.52,85,79.623,0.9315,3.954,1.784,ATPG_077,SCAN_AT_SPEED,NA,0.08
578,LOT_A001,W001,D0001,0.91,1.54,85,83.353,0.976,3.827,1.913,ATPG_078,SCAN_AT_SPEED,NA,0.0913
579,LOT_A001,W001,D0001,0.91,1.56,85,81.325,0.9734,3.917,1.921,ATPG_079,SCAN_AT_SPEED,NA,0.0829
580,LOT_A001,W001,D0001,0.91,1.58,85,82.269,0.9992,3.842,1.916,ATPG_080,SCAN_AT_SPEED,NA,0.131
581,LOT_A001,W001,D0001,0.91,1.6,85,86.116,0.9665,3.934,1.847,ATPG_081,SCAN_AT_SPEED,NA,0.0395
582,LOT_A001,W001,D0001,0.91,1.62,85,86.991,0.9651,3.817,1.962,ATPG_082,SCAN_AT_SPEED,NA,0.0338
583,LOT_A001,W001,D0001,0.91,1.64,85,89.245,0.9808,3.999,1.943,ATPG_083,SCAN_AT_SPEED,FREQ_MARGIN,-0.0093
584,LOT_A001,W001,D0001,0.91,1.66,85,89.144,1.0146,3.9,1.971,ATPG_084,SCAN_AT_SPEED,NA,0.0136
585,LOT_A001,W001,D0001,0.91,1.68,85,91.661,1.0077,3.875,1.926,ATPG_085,SCAN_AT_SPEED,FREQ_MARGIN,-0.0526
586,LOT_A001,W001,D0001,0.91,1.7,85,90.971,1.0237,4.122,1.965,ATPG_086,SCAN_AT_SPEED,FREQ_MARGIN,-0.0551
587,LOT_A001,W001,D0001,0.91,1.72,85,91.22,1.0124,4.028,1.965,ATPG_087,SCAN_AT_SPEED,FREQ_MARGIN,-0.064
588,LOT_A001,W001,D0001,0.91,1.74,85,91.813,1.0329,3.639,1.918,ATPG_088,SCAN_AT_SPEED,FREQ_MARGIN,-0.0732
589,LOT_A001,W001,D0001,0.91,1.76,85,92.92,1.0571,3.856,1.95,ATPG_089,SCAN_AT_SPEED,FREQ_MARGIN,-0.1017
590,LOT_A001,W001,D0001,0.91,1.78,85,94.773,1.0004,3.857,1.875,ATPG_090,SCAN_AT_SPEED,FREQ_MARGIN,-0.1603
591,LOT_A001,W001,D0001,0.91,1.8,85,96.879,1.0712,4.113,1.906,ATPG_091,SCAN_AT_SPEED,FREQ_MARGIN,-0.138
592,LOT_A001,W001,D0001,0.91,1.82,85,98.018,1.0671,4.055,1.903,ATPG_092,SCAN_AT_SPEED,FREQ_MARGIN,-0.1482
593,LOT_A001,W001,D0001,0.91,1.84,85,96.105,1.0705,3.727,2,ATPG_093,SCAN_AT_SPEED,FREQ_MARGIN,-0.2145
594,LOT_A001,W001,D0001,0.91,1.86,85,98.695,1.0783,3.612,1.966,ATPG_094,SCAN_AT_SPEED,FREQ_MARGIN,-0.2243
595,LOT_A001,W001,D0001,0.91,1.88,85,98.796,1.0726,4.183,1.995,ATPG_095,SCAN_AT_SPEED,FREQ_MARGIN,-0.2741
596,LOT_A001,W001,D0001,0.91,1.9,85,102.055,1.0906,3.967,1.97,ATPG_096,SCAN_AT_SPEED,FREQ_MARGIN,-0.2578
597,LOT_A001,W001,D0001,0.91,1.92,85,102.93,1.1276,3.928,1.899,ATPG_097,SCAN_AT_SPEED,TIMING,-0.2749
598,LOT_A001,W001,D0001,0.91,1.94,85,101.279,1.1247,3.715,2.066,ATPG_098,SCAN_AT_SPEED,TIMING,-0.317
599,LOT_A001,W001,D0001,0.91,1.96,85,103.444,1.1329,3.853,1.935,ATPG_099,SCAN_AT_SPEED,TIMING,-0.2924
600,LOT_A001,W001,D0001,0.91,1.98,85,103.684,1.1178,3.935,1.97,ATPG_100,SCAN_AT_SPEED,TIMING,-0.3383
601,LOT_A001,W001,D0001,0.92,1,85,59.811,0.7102,4.223,1.822,ATPG_001,SCAN_AT_SPEED,NA,0.6409
602,LOT_A001,W001,D0001,0.92,1.02,85,63.095,0.6983,4.102,1.785,ATPG_002,SCAN_AT_SPEED,NA,0.6312
603,LOT_A001,W001,D0001,0.92,1.04,85,65.466,0.7116,3.73,1.784,ATPG_003,SCAN_AT_SPEED,NA,0.6336
604,LOT_A001,W001,D0001,0.92,1.06,85,61.205,0.6924,3.872,1.833,ATPG_004,SCAN_AT_SPEED,NA,0.634
605,LOT_A001,W001,D0001,0.92,1.08,85,63.966,0.7446,4.113,1.74,ATPG_005,SCAN_AT_SPEED,NA,0.6169
606,LOT_A001,W001,D0001,0.92,1.1,85,66.003,0.7687,3.864,1.819,ATPG_006,SCAN_AT_SPEED,NA,0.5683
607,LOT_A001,W001,D0001,0.92,1.12,85,65.335,0.7774,3.793,1.824,ATPG_007,SCAN_AT_SPEED,NA,0.5105
608,LOT_A001,W001,D0001,0.92,1.14,85,66.763,0.7809,3.796,1.817,ATPG_008,SCAN_AT_SPEED,NA,0.5433
609,LOT_A001,W001,D0001,0.92,1.16,85,68.523,0.7758,3.974,1.857,ATPG_009,SCAN_AT_SPEED,NA,0.5263
610,LOT_A001,W001,D0001,0.92,1.18,85,71.186,0.7889,4.004,1.88,ATPG_010,SCAN_AT_SPEED,NA,0.4584
611,LOT_A001,W001,D0001,0.92,1.2,85,68.683,0.7984,3.822,1.905,ATPG_011,SCAN_AT_SPEED,NA,0.4506
612,LOT_A001,W001,D0001,0.92,1.22,85,69.82,0.8159,3.76,1.824,ATPG_012,SCAN_AT_SPEED,NA,0.4399
613,LOT_A001,W001,D0001,0.92,1.24,85,71.081,0.8191,3.861,1.783,ATPG_013,SCAN_AT_SPEED,NA,0.441
614,LOT_A001,W001,D0001,0.92,1.26,85,75.699,0.8297,3.974,1.875,ATPG_014,SCAN_AT_SPEED,NA,0.4211
615,LOT_A001,W001,D0001,0.92,1.28,85,76.465,0.8416,4.185,1.821,ATPG_015,SCAN_AT_SPEED,NA,0.3724
616,LOT_A001,W001,D0001,0.92,1.3,85,75.655,0.8566,3.975,1.844,ATPG_016,SCAN_AT_SPEED,NA,0.408
617,LOT_A001,W001,D0001,0.92,1.32,85,75.373,0.8198,3.772,1.85,ATPG_017,SCAN_AT_SPEED,NA,0.3769
618,LOT_A001,W001,D0001,0.92,1.34,85,75.878,0.8857,3.647,1.867,ATPG_018,SCAN_AT_SPEED,NA,0.3409
619,LOT_A001,W001,D0001,0.92,1.36,85,78.207,0.8707,4.003,1.83,ATPG_019,SCAN_AT_SPEED,NA,0.2826
620,LOT_A001,W001,D0001,0.92,1.38,85,79.575,0.8915,3.921,1.892,ATPG_020,SCAN_AT_SPEED,NA,0.3183
621,LOT_A001,W001,D0001,0.92,1.4,85,80.1,0.9193,4.101,1.843,ATPG_021,SCAN_AT_SPEED,NA,0.2626
622,LOT_A001,W001,D0001,0.92,1.42,85,77.092,0.9085,4.008,1.801,ATPG_022,SCAN_AT_SPEED,NA,0.2618
623,LOT_A001,W001,D0001,0.92,1.44,85,79.77,0.9014,3.759,1.895,ATPG_023,SCAN_AT_SPEED,NA,0.2144
624,LOT_A001,W001,D0001,0.92,1.46,85,80.79,0.9018,4.097,1.949,ATPG_024,SCAN_AT_SPEED,NA,0.2198
625,LOT_A001,W001,D0001,0.92,1.48,85,80.898,0.9328,3.886,1.881,ATPG_025,SCAN_AT_SPEED,NA,0.1866
626,LOT_A001,W001,D0001,0.92,1.5,85,79.423,0.9563,3.951,1.874,ATPG_026,SCAN_AT_SPEED,NA,0.1886
627,LOT_A001,W001,D0001,0.92,1.52,85,83.652,0.91,4.164,1.895,ATPG_027,SCAN_AT_SPEED,NA,0.1537
628,LOT_A001,W001,D0001,0.92,1.54,85,86.293,0.9314,4.011,1.886,ATPG_028,SCAN_AT_SPEED,NA,0.1433
629,LOT_A001,W001,D0001,0.92,1.56,85,81.611,0.9566,3.85,1.918,ATPG_029,SCAN_AT_SPEED,NA,0.1305
630,LOT_A001,W001,D0001,0.92,1.58,85,85.026,0.9542,3.923,1.869,ATPG_030,SCAN_AT_SPEED,NA,0.1037
631,LOT_A001,W001,D0001,0.92,1.6,85,86.495,0.9233,3.884,1.866,ATPG_031,SCAN_AT_SPEED,NA,0.0904
632,LOT_A001,W001,D0001,0.92,1.62,85,85.793,0.9862,4.139,1.924,ATPG_032,SCAN_AT_SPEED,NA,0.0259
633,LOT_A001,W001,D0001,0.92,1.64,85,89.701,0.9845,3.836,1.869,ATPG_033,SCAN_AT_SPEED,NA,0.0244
634,LOT_A001,W001,D0001,0.92,1.66,85,89.038,1.0042,3.926,1.902,ATPG_034,SCAN_AT_SPEED,FREQ_MARGIN,-0.0163
635,LOT_A001,W001,D0001,0.92,1.68,85,91.695,0.9863,4.056,1.882,ATPG_035,SCAN_AT_SPEED,FREQ_MARGIN,-0.0217
636,LOT_A001,W001,D0001,0.92,1.7,85,88.82,1.0096,4.086,1.947,ATPG_036,SCAN_AT_SPEED,FREQ_MARGIN,-0.0383
637,LOT_A001,W001,D0001,0.92,1.72,85,93.26,1.0073,3.89,1.898,ATPG_037,SCAN_AT_SPEED,FREQ_MARGIN,-0.0271
638,LOT_A001,W001,D0001,0.92,1.74,85,91.026,1.0519,4.074,2.006,ATPG_038,SCAN_AT_SPEED,FREQ_MARGIN,-0.0408
639,LOT_A001,W001,D0001,0.92,1.76,85,95.322,1.0855,3.847,1.875,ATPG_039,SCAN_AT_SPEED,FREQ_MARGIN,-0.0921
640,LOT_A001,W001,D0001,0.92,1.78,85,96.183,1.0191,3.884,1.958,ATPG_040,SCAN_AT_SPEED,FREQ_MARGIN,-0.1386
641,LOT_A001,W001,D0001,0.92,1.8,85,96.526,1.0656,4.132,1.906,ATPG_041,SCAN_AT_SPEED,FREQ_MARGIN,-0.1214
642,LOT_A001,W001,D0001,0.92,1.82,85,95.229,1.0851,4.075,1.966,ATPG_042,SCAN_AT_SPEED,FREQ_MARGIN,-0.1569
643,LOT_A001,W001,D0001,0.92,1.84,85,95.36,1.1088,4.168,1.981,ATPG_043,SCAN_AT_SPEED,TIMING,-0.1434
644,LOT_A001,W001,D0001,0.92,1.86,85,95.358,1.078,3.83,1.984,ATPG_044,SCAN_AT_SPEED,FREQ_MARGIN,-0.1526
645,LOT_A001,W001,D0001,0.92,1.88,85,100.563,1.1207,4.044,1.97,ATPG_045,SCAN_AT_SPEED,TIMING,-0.2236
646,LOT_A001,W001,D0001,0.92,1.9,85,98.536,1.1271,4.057,1.96,ATPG_046,SCAN_AT_SPEED,TIMING,-0.2425
647,LOT_A001,W001,D0001,0.92,1.92,85,97.274,1.0939,4.227,1.914,ATPG_047,SCAN_AT_SPEED,FREQ_MARGIN,-0.2522
648,LOT_A001,W001,D0001,0.92,1.94,85,103.593,1.0992,3.968,2.007,ATPG_048,SCAN_AT_SPEED,FREQ_MARGIN,-0.2613
649,LOT_A001,W001,D0001,0.92,1.96,85,107.803,1.1004,4.099,1.966,ATPG_049,SCAN_AT_SPEED,TIMING,-0.2845
650,LOT_A001,W001,D0001,0.92,1.98,85,104.294,1.1258,3.974,1.902,ATPG_050,SCAN_AT_SPEED,TIMING,-0.2908
651,LOT_A001,W001,D0001,0.93,1,85,62.177,0.7279,4.154,1.815,ATPG_051,SCAN_AT_SPEED,NA,0.7207
652,LOT_A001,W001,D0001,0.93,1.02,85,60.914,0.7122,4.173,1.861,ATPG_052,SCAN_AT_SPEED,NA,0.6925
653,LOT_A001,W001,D0001,0.93,1.04,85,63.443,0.7173,4.171,1.834,ATPG_053,SCAN_AT_SPEED,NA,0.6656
654,LOT_A001,W001,D0001,0.93,1.06,85,62.639,0.7354,4.03,1.837,ATPG_054,SCAN_AT_SPEED,NA,0.6848
655,LOT_A001,W001,D0001,0.93,1.08,85,63.509,0.7667,4.103,1.778,ATPG_055,SCAN_AT_SPEED,NA,0.626
656,LOT_A001,W001,D0001,0.93,1.1,85,68.046,0.7618,4.007,1.84,ATPG_056,SCAN_AT_SPEED,NA,0.6343
657,LOT_A001,W001,D0001,0.93,1.12,85,66.854,0.7293,4.126,1.759,ATPG_057,SCAN_AT_SPEED,NA,0.5744
658,LOT_A001,W001,D0001,0.93,1.14,85,67.066,0.7728,3.901,1.814,ATPG_058,SCAN_AT_SPEED,NA,0.5969
659,LOT_A001,W001,D0001,0.93,1.16,85,64.042,0.8082,4.046,1.781,ATPG_059,SCAN_AT_SPEED,NA,0.5754
660,LOT_A001,W001,D0001,0.93,1.18,85,72.398,0.7768,3.822,1.878,ATPG_060,SCAN_AT_SPEED,NA,0.5105
661,LOT_A001,W001,D0001,0.93,1.2,85,68.552,0.8063,3.841,1.88,ATPG_061,SCAN_AT_SPEED,NA,0.516
662,LOT_A001,W001,D0001,0.93,1.22,85,72.058,0.8175,4.259,1.84,ATPG_062,SCAN_AT_SPEED,NA,0.509
663,LOT_A001,W001,D0001,0.93,1.24,85,72.769,0.8571,3.843,1.829,ATPG_063,SCAN_AT_SPEED,NA,0.4486
664,LOT_A001,W001,D0001,0.93,1.26,85,72.723,0.8105,4.163,1.94,ATPG_064,SCAN_AT_SPEED,NA,0.4574
665,LOT_A001,W001,D0001,0.93,1.28,85,72.053,0.8089,4.034,1.895,ATPG_065,SCAN_AT_SPEED,NA,0.4334
666,LOT_A001,W001,D0001,0.93,1.3,85,74.536,0.8348,3.831,1.887,ATPG_066,SCAN_AT_SPEED,NA,0.4184
667,LOT_A001,W001,D0001,0.93,1.32,85,72.618,0.8826,4.081,1.914,ATPG_067,SCAN_AT_SPEED,NA,0.4063
668,LOT_A001,W001,D0001,0.93,1.34,85,73.802,0.8599,4.07,1.933,ATPG_068,SCAN_AT_SPEED,NA,0.3457
669,LOT_A001,W001,D0001,0.93,1.36,85,76.683,0.8527,4.18,1.826,ATPG_069,SCAN_AT_SPEED,NA,0.3626
670,LOT_A001,W001,D0001,0.93,1.38,85,77.468,0.9084,4.097,1.863,ATPG_070,SCAN_AT_SPEED,NA,0.3592
671,LOT_A001,W001,D0001,0.93,1.4,85,78.226,0.8961,4.007,1.848,ATPG_071,SCAN_AT_SPEED,NA,0.3005
672,LOT_A001,W001,D0001,0.93,1.42,85,79.841,0.8587,4.064,1.836,ATPG_072,SCAN_AT_SPEED,NA,0.2869
673,LOT_A001,W001,D0001,0.93,1.44,85,77.523,0.8733,3.792,1.851,ATPG_073,SCAN_AT_SPEED,NA,0.2491
674,LOT_A001,W001,D0001,0.93,1.46,85,80.473,0.9174,4.055,1.888,ATPG_074,SCAN_AT_SPEED,NA,0.285
675,LOT_A001,W001,D0001,0.93,1.48,85,80.128,0.9489,4.266,1.819,ATPG_075,SCAN_AT_SPEED,NA,0.2285
676,LOT_A001,W001,D0001,0.93,1.5,85,82.636,0.914,4.071,1.861,ATPG_076,SCAN_AT_SPEED,NA,0.1914
677,LOT_A001,W001,D0001,0.93,1.52,85,86.143,0.9438,4.149,1.938,ATPG_077,SCAN_AT_SPEED,NA,0.2289
678,LOT_A001,W001,D0001,0.93,1.54,85,83.391,0.95,4.124,1.903,ATPG_078,SCAN_AT_SPEED,NA,0.1597
679,LOT_A001,W001,D0001,0.93,1.56,85,84.275,0.9559,3.984,1.98,ATPG_079,SCAN_AT_SPEED,NA,0.1215
680,LOT_A001,W001,D0001,0.93,1.58,85,87.49,0.9926,4.336,1.888,ATPG_080,SCAN_AT_SPEED,NA,0.1049
681,LOT_A001,W001,D0001,0.93,1.6,85,88.466,0.9779,3.98,1.925,ATPG_081,SCAN_AT_SPEED,NA,0.1187
682,LOT_A001,W001,D0001,0.93,1.62,85,89.528,0.9853,3.962,1.993,ATPG_082,SCAN_AT_SPEED,NA,0.0443
683,LOT_A001,W001,D0001,0.93,1.64,85,88.434,1.0274,3.87,1.893,ATPG_083,SCAN_AT_SPEED,NA,0.0577
684,LOT_A001,W001,D0001,0.93,1.66,85,91.533,1.0039,3.801,1.898,ATPG_084,SCAN_AT_SPEED,NA,0.0472
685,LOT_A001,W001,D0001,0.93,1.68,85,90.741,1.0165,4.058,1.851,ATPG_085,SCAN_AT_SPEED,NA,0.0189
686,LOT_A001,W001,D0001,0.93,1.7,85,92.195,1.0423,4.062,1.97,ATPG_086,SCAN_AT_SPEED,NA,0.029
687,LOT_A001,W001,D0001,0.93,1.72,85,95.023,1.0354,3.98,2.02,ATPG_087,SCAN_AT_SPEED,FREQ_MARGIN,-0.0017
688,LOT_A001,W001,D0001,0.93,1.74,85,94.493,1.0116,3.802,1.945,ATPG_088,SCAN_AT_SPEED,FREQ_MARGIN,-0.0141
689,LOT_A001,W001,D0001,0.93,1.76,85,93.215,1.0457,4.233,1.965,ATPG_089,SCAN_AT_SPEED,FREQ_MARGIN,-0.0475
690,LOT_A001,W001,D0001,0.93,1.78,85,94.979,1.0373,3.937,1.924,ATPG_090,SCAN_AT_SPEED,FREQ_MARGIN,-0.0907
691,LOT_A001,W001,D0001,0.93,1.8,85,93.781,1.0581,3.911,1.827,ATPG_091,SCAN_AT_SPEED,FREQ_MARGIN,-0.0987
692,LOT_A001,W001,D0001,0.93,1.82,85,98.86,1.0622,3.998,1.901,ATPG_092,SCAN_AT_SPEED,FREQ_MARGIN,-0.0732
693,LOT_A001,W001,D0001,0.93,1.84,85,101.175,1.0804,4.149,1.958,ATPG_093,SCAN_AT_SPEED,FREQ_MARGIN,-0.0996
694,LOT_A001,W001,D0001,0.93,1.86,85,97.879,1.0886,3.927,1.946,ATPG_094,SCAN_AT_SPEED,FREQ_MARGIN,-0.1742
695,LOT_A001,W001,D0001,0.93,1.88,85,99.334,1.0957,3.836,1.93,ATPG_095,SCAN_AT_SPEED,FREQ_MARGIN,-0.1718
696,LOT_A001,W001,D0001,0.93,1.9,85,102.1,1.0655,4.168,2.017,ATPG_096,SCAN_AT_SPEED,FREQ_MARGIN,-0.2132
697,LOT_A001,W001,D0001,0.93,1.92,85,96.514,1.1055,3.985,1.925,ATPG_097,SCAN_AT_SPEED,TIMING,-0.2156
698,LOT_A001,W001,D0001,0.93,1.94,85,104.814,1.1326,3.856,1.905,ATPG_098,SCAN_AT_SPEED,TIMING,-0.2394
699,LOT_A001,W001,D0001,0.93,1.96,85,102.536,1.1381,3.915,1.993,ATPG_099,SCAN_AT_SPEED,TIMING,-0.256
700,LOT_A001,W001,D0001,0.93,1.98,85,105.248,1.1369,3.968,1.962,ATPG_100,SCAN_AT_SPEED,TIMING,-0.2353
701,LOT_A001,W001,D0001,0.94,1,85,60.791,0.716,4.058,1.78,ATPG_001,SCAN_AT_SPEED,NA,0.7654
702,LOT_A001,W001,D0001,0.94,1.02,85,63.361,0.7227,4.125,1.782,ATPG_002,SCAN_AT_SPEED,NA,0.6994
703,LOT_A001,W001,D0001,0.94,1.04,85,62.062,0.7632,3.788,1.825,ATPG_003,SCAN_AT_SPEED,NA,0.7261
704,LOT_A001,W001,D0001,0.94,1.06,85,63.068,0.7486,4.242,1.722,ATPG_004,SCAN_AT_SPEED,NA,0.6927
705,LOT_A001,W001,D0001,0.94,1.08,85,60.872,0.7322,4.294,1.791,ATPG_005,SCAN_AT_SPEED,NA,0.6732
706,LOT_A001,W001,D0001,0.94,1.1,85,65.864,0.7954,3.775,1.776,ATPG_006,SCAN_AT_SPEED,NA,0.623
707,LOT_A001,W001,D0001,0.94,1.12,85,70.424,0.7649,3.864,1.905,ATPG_007,SCAN_AT_SPEED,NA,0.6511
708,LOT_A001,W001,D0001,0.94,1.14,85,69.162,0.7608,4.043,1.819,ATPG_008,SCAN_AT_SPEED,NA,0.6328
709,LOT_A001,W001,D0001,0.94,1.16,85,71.412,0.7998,3.888,1.884,ATPG_009,SCAN_AT_SPEED,NA,0.5901
710,LOT_A001,W001,D0001,0.94,1.18,85,70.897,0.819,3.883,1.831,ATPG_010,SCAN_AT_SPEED,NA,0.5698
711,LOT_A001,W001,D0001,0.94,1.2,85,67.698,0.8074,4.427,1.762,ATPG_011,SCAN_AT_SPEED,NA,0.5346
712,LOT_A001,W001,D0001,0.94,1.22,85,72.533,0.812,4.033,1.788,ATPG_012,SCAN_AT_SPEED,NA,0.5235
713,LOT_A001,W001,D0001,0.94,1.24,85,70.878,0.779,4.229,1.882,ATPG_013,SCAN_AT_SPEED,NA,0.5083
714,LOT_A001,W001,D0001,0.94,1.26,85,73.512,0.8463,4.084,1.883,ATPG_014,SCAN_AT_SPEED,NA,0.485
715,LOT_A001,W001,D0001,0.94,1.28,85,76.322,0.8414,4.079,1.8,ATPG_015,SCAN_AT_SPEED,NA,0.4588
716,LOT_A001,W001,D0001,0.94,1.3,85,73.322,0.8327,3.928,1.811,ATPG_016,SCAN_AT_SPEED,NA,0.4493
717,LOT_A001,W001,D0001,0.94,1.32,85,78.076,0.8874,3.867,1.86,ATPG_017,SCAN_AT_SPEED,NA,0.4624
718,LOT_A001,W001,D0001,0.94,1.34,85,75.288,0.8449,4.236,1.845,ATPG_018,SCAN_AT_SPEED,NA,0.3808
719,LOT_A001,W001,D0001,0.94,1.36,85,78.487,0.9115,3.828,1.915,ATPG_019,SCAN_AT_SPEED,NA,0.4034
720,LOT_A001,W001,D0001,0.94,1.38,85,76.508,0.8967,4.1,1.859,ATPG_020,SCAN_AT_SPEED,NA,0.3848
721,LOT_A001,W001,D0001,0.94,1.4,85,77.826,0.9241,4.05,1.903,ATPG_021,SCAN_AT_SPEED,NA,0.3293
722,LOT_A001,W001,D0001,0.94,1.42,85,78.576,0.9153,3.848,1.859,ATPG_022,SCAN_AT_SPEED,NA,0.3099
723,LOT_A001,W001,D0001,0.94,1.44,85,81.04,0.9012,4.109,1.907,ATPG_023,SCAN_AT_SPEED,NA,0.3047
724,LOT_A001,W001,D0001,0.94,1.46,85,79.926,0.9079,4.229,1.919,ATPG_024,SCAN_AT_SPEED,NA,0.2973
725,LOT_A001,W001,D0001,0.94,1.48,85,83.193,0.886,4.057,1.962,ATPG_025,SCAN_AT_SPEED,NA,0.2394
726,LOT_A001,W001,D0001,0.94,1.5,85,81.918,0.944,3.819,1.865,ATPG_026,SCAN_AT_SPEED,NA,0.2271
727,LOT_A001,W001,D0001,0.94,1.52,85,83.138,0.9346,4.162,1.91,ATPG_027,SCAN_AT_SPEED,NA,0.2349
728,LOT_A001,W001,D0001,0.94,1.54,85,84.53,0.9541,4.031,1.916,ATPG_028,SCAN_AT_SPEED,NA,0.2089
729,LOT_A001,W001,D0001,0.94,1.56,85,85.671,0.9382,4.045,1.868,ATPG_029,SCAN_AT_SPEED,NA,0.1752
730,LOT_A001,W001,D0001,0.94,1.58,85,87.326,0.9684,4.167,1.887,ATPG_030,SCAN_AT_SPEED,NA,0.1441
731,LOT_A001,W001,D0001,0.94,1.6,85,88.711,0.9812,3.926,1.914,ATPG_031,SCAN_AT_SPEED,NA,0.1515
732,LOT_A001,W001,D0001,0.94,1.62,85,88.593,0.9442,4.074,2,ATPG_032,SCAN_AT_SPEED,NA,0.1307
733,LOT_A001,W001,D0001,0.94,1.64,85,88.129,0.9971,4.097,1.963,ATPG_033,SCAN_AT_SPEED,NA,0.0976
734,LOT_A001,W001,D0001,0.94,1.66,85,91.616,1.0096,4.029,1.932,ATPG_034,SCAN_AT_SPEED,NA,0.0615
735,LOT_A001,W001,D0001,0.94,1.68,85,92.73,0.987,4.173,1.92,ATPG_035,SCAN_AT_SPEED,NA,0.0827
736,LOT_A001,W001,D0001,0.94,1.7,85,92.152,1.0135,4.229,1.923,ATPG_036,SCAN_AT_SPEED,NA,0.0454
737,LOT_A001,W001,D0001,0.94,1.72,85,92.172,1.028,4.234,1.954,ATPG_037,SCAN_AT_SPEED,NA,0.004
738,LOT_A001,W001,D0001,0.94,1.74,85,98.213,1.0382,4.241,1.927,ATPG_038,SCAN_AT_SPEED,FREQ_MARGIN,-0.0112
739,LOT_A001,W001,D0001,0.94,1.76,85,96.111,1.0639,4.209,1.972,ATPG_039,SCAN_AT_SPEED,FREQ_MARGIN,-0.0063
740,LOT_A001,W001,D0001,0.94,1.78,85,94.431,1.0566,4.19,1.931,ATPG_040,SCAN_AT_SPEED,FREQ_MARGIN,-0.0416
741,LOT_A001,W001,D0001,0.94,1.8,85,98.935,1.0427,3.924,1.938,ATPG_041,SCAN_AT_SPEED,FREQ_MARGIN,-0.0367
