Point_ID,Lot_ID,Wafer_ID,Die_ID,VDD_V,Frequency_GHz,Test_Result,Failure_Code,Pattern_ID,Timing_ns,Temperature_C
802,LOT_ATPG10,W01,D0005,0.75,0.86,PASS,NA,PAT_SCAN_002,1.175,25
803,LOT_ATPG10,W01,D0005,0.75,0.93,PASS,NA,PAT_SCAN_001,1.092,25
804,LOT_ATPG10,W01,D0005,0.75,0.99,PASS,NA,PAT_SCAN_003,0.977,25
805,LOT_ATPG10,W01,D0005,0.75,1.05,PASS,NA,PAT_SCAN_005,0.961,25
806,LOT_ATPG10,W01,D0005,0.75,1.12,PASS,NA,PAT_SCAN_006,0.875,25
807,LOT_ATPG10,W01,D0005,0.75,1.18,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.846,25
808,LOT_ATPG10,W01,D0005,0.75,1.24,FAIL,FREQ_MARGIN,PAT_SCAN_001,0.809,25
809,LOT_ATPG10,W01,D0005,0.75,1.31,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.739,25
810,LOT_ATPG10,W01,D0005,0.75,1.37,FAIL,FREQ_MARGIN,PAT_SCAN_010,0.753,25
811,LOT_ATPG10,W01,D0005,0.75,1.43,FAIL,TIMING,PAT_SCAN_003,0.692,25
812,LOT_ATPG10,W01,D0005,0.75,1.49,FAIL,FREQ_MARGIN,PAT_SCAN_005,0.663,25
813,LOT_ATPG10,W01,D0005,0.75,1.56,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.635,25
814,LOT_ATPG10,W01,D0005,0.75,1.62,FAIL,FREQ_MARGIN,PAT_SCAN_010,0.632,25
815,LOT_ATPG10,W01,D0005,0.75,1.68,FAIL,TIMING,PAT_SCAN_003,0.604,25
816,LOT_ATPG10,W01,D0005,0.75,1.75,FAIL,FREQ_MARGIN,PAT_SCAN_010,0.54,25
817,LOT_ATPG10,W01,D0005,0.75,1.81,FAIL,TIMING,PAT_SCAN_003,0.559,25
818,LOT_ATPG10,W01,D0005,0.75,1.87,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.531,25
819,LOT_ATPG10,W01,D0005,0.75,1.94,FAIL,TIMING,PAT_SCAN_007,0.54,25
820,LOT_ATPG10,W01,D0005,0.75,2.0,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.492,25
821,LOT_ATPG10,W01,D0005,0.79,0.8,PASS,NA,PAT_SCAN_004,1.291,25
822,LOT_ATPG10,W01,D0005,0.79,0.86,PASS,NA,PAT_SCAN_004,1.161,25
823,LOT_ATPG10,W01,D0005,0.79,0.93,PASS,NA,PAT_SCAN_003,1.054,25
824,LOT_ATPG10,W01,D0005,0.79,0.99,PASS,NA,PAT_SCAN_010,1.006,25
825,LOT_ATPG10,W01,D0005,0.79,1.05,PASS,NA,PAT_SCAN_002,0.954,25
826,LOT_ATPG10,W01,D0005,0.79,1.12,PASS,NA,PAT_SCAN_007,0.914,25
827,LOT_ATPG10,W01,D0005,0.79,1.18,PASS,NA,PAT_SCAN_005,0.874,25
828,LOT_ATPG10,W01,D0005,0.79,1.24,PASS,NA,PAT_SCAN_010,0.805,25
829,LOT_ATPG10,W01,D0005,0.79,1.31,FAIL,TIMING,PAT_SCAN_007,0.73,25
830,LOT_ATPG10,W01,D0005,0.79,1.37,FAIL,FREQ_MARGIN,PAT_SCAN_002,0.717,25
831,LOT_ATPG10,W01,D0005,0.79,1.43,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.695,25
832,LOT_ATPG10,W01,D0005,0.79,1.49,FAIL,TIMING,PAT_SCAN_003,0.651,25
833,LOT_ATPG10,W01,D0005,0.79,1.56,FAIL,FREQ_MARGIN,PAT_SCAN_002,0.63,25
834,LOT_ATPG10,W01,D0005,0.79,1.62,FAIL,FREQ_MARGIN,PAT_SCAN_001,0.647,25
835,LOT_ATPG10,W01,D0005,0.79,1.68,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.612,25
836,LOT_ATPG10,W01,D0005,0.79,1.75,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.574,25
837,LOT_ATPG10,W01,D0005,0.79,1.81,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.53,25
838,LOT_ATPG10,W01,D0005,0.79,1.87,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.522,25
839,LOT_ATPG10,W01,D0005,0.79,1.94,FAIL,TIMING,PAT_SCAN_003,0.5,25
840,LOT_ATPG10,W01,D0005,0.79,2.0,FAIL,FREQ_MARGIN,PAT_SCAN_005,0.492,25
841,LOT_ATPG10,W01,D0005,0.84,0.8,PASS,NA,PAT_SCAN_003,1.255,25
842,LOT_ATPG10,W01,D0005,0.84,0.86,PASS,NA,PAT_SCAN_009,1.169,25
843,LOT_ATPG10,W01,D0005,0.84,0.93,PASS,NA,PAT_SCAN_007,1.077,25
844,LOT_ATPG10,W01,D0005,0.84,0.99,PASS,NA,PAT_SCAN_002,0.987,25
845,LOT_ATPG10,W01,D0005,0.84,1.05,PASS,NA,PAT_SCAN_009,0.949,25
846,LOT_ATPG10,W01,D0005,0.84,1.12,PASS,NA,PAT_SCAN_004,0.868,25
847,LOT_ATPG10,W01,D0005,0.84,1.18,PASS,NA,PAT_SCAN_009,0.881,25
848,LOT_ATPG10,W01,D0005,0.84,1.24,PASS,NA,PAT_SCAN_010,0.809,25
849,LOT_ATPG10,W01,D0005,0.84,1.31,PASS,NA,PAT_SCAN_005,0.753,25
850,LOT_ATPG10,W01,D0005,0.84,1.37,PASS,NA,PAT_SCAN_004,0.716,25
851,LOT_ATPG10,W01,D0005,0.84,1.43,PASS,NA,PAT_SCAN_003,0.71,25
852,LOT_ATPG10,W01,D0005,0.84,1.49,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.677,25
853,LOT_ATPG10,W01,D0005,0.84,1.56,FAIL,TIMING,PAT_SCAN_007,0.648,25
854,LOT_ATPG10,W01,D0005,0.84,1.62,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.657,25
855,LOT_ATPG10,W01,D0005,0.84,1.68,FAIL,TIMING,PAT_SCAN_003,0.616,25
856,LOT_ATPG10,W01,D0005,0.84,1.75,FAIL,TIMING,PAT_SCAN_003,0.593,25
857,LOT_ATPG10,W01,D0005,0.84,1.81,FAIL,TIMING,PAT_SCAN_003,0.567,25
858,LOT_ATPG10,W01,D0005,0.84,1.87,FAIL,FREQ_MARGIN,PAT_SCAN_002,0.548,25
859,LOT_ATPG10,W01,D0005,0.84,1.94,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.499,25
860,LOT_ATPG10,W01,D0005,0.84,2.0,FAIL,FREQ_MARGIN,PAT_SCAN_002,0.508,25
861,LOT_ATPG10,W01,D0005,0.88,0.8,PASS,NA,PAT_SCAN_002,1.265,25
862,LOT_ATPG10,W01,D0005,0.88,0.86,PASS,NA,PAT_SCAN_006,1.149,25
863,LOT_ATPG10,W01,D0005,0.88,0.93,PASS,NA,PAT_SCAN_009,1.07,25
864,LOT_ATPG10,W01,D0005,0.88,0.99,PASS,NA,PAT_SCAN_005,1.016,25
865,LOT_ATPG10,W01,D0005,0.88,1.05,PASS,NA,PAT_SCAN_001,0.946,25
866,LOT_ATPG10,W01,D0005,0.88,1.12,PASS,NA,PAT_SCAN_003,0.886,25
867,LOT_ATPG10,W01,D0005,0.88,1.18,PASS,NA,PAT_SCAN_005,0.796,25
868,LOT_ATPG10,W01,D0005,0.88,1.24,PASS,NA,PAT_SCAN_006,0.817,25
869,LOT_ATPG10,W01,D0005,0.88,1.31,PASS,NA,PAT_SCAN_007,0.828,25
870,LOT_ATPG10,W01,D0005,0.88,1.37,PASS,NA,PAT_SCAN_004,0.737,25
871,LOT_ATPG10,W01,D0005,0.88,1.43,PASS,NA,PAT_SCAN_007,0.719,25
872,LOT_ATPG10,W01,D0005,0.88,1.49,PASS,NA,PAT_SCAN_007,0.677,25
873,LOT_ATPG10,W01,D0005,0.88,1.56,PASS,NA,PAT_SCAN_002,0.653,25
874,LOT_ATPG10,W01,D0005,0.88,1.62,FAIL,TIMING,PAT_SCAN_003,0.653,25
875,LOT_ATPG10,W01,D0005,0.88,1.68,FAIL,FREQ_MARGIN,PAT_SCAN_010,0.61,25
876,LOT_ATPG10,W01,D0005,0.88,1.75,FAIL,FREQ_MARGIN,PAT_SCAN_010,0.569,25
877,LOT_ATPG10,W01,D0005,0.88,1.81,FAIL,FREQ_MARGIN,PAT_SCAN_010,0.534,25
878,LOT_ATPG10,W01,D0005,0.88,1.87,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.556,25
879,LOT_ATPG10,W01,D0005,0.88,1.94,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.525,25
880,LOT_ATPG10,W01,D0005,0.88,2.0,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.527,25
881,LOT_ATPG10,W01,D0005,0.93,0.8,PASS,NA,PAT_SCAN_009,1.238,25
882,LOT_ATPG10,W01,D0005,0.93,0.86,PASS,NA,PAT_SCAN_002,1.183,25
883,LOT_ATPG10,W01,D0005,0.93,0.93,PASS,NA,PAT_SCAN_003,1.096,25
884,LOT_ATPG10,W01,D0005,0.93,0.99,PASS,NA,PAT_SCAN_005,1.014,25
885,LOT_ATPG10,W01,D0005,0.93,1.05,PASS,NA,PAT_SCAN_008,0.931,25
886,LOT_ATPG10,W01,D0005,0.93,1.12,PASS,NA,PAT_SCAN_010,0.904,25
887,LOT_ATPG10,W01,D0005,0.93,1.18,PASS,NA,PAT_SCAN_004,0.845,25
888,LOT_ATPG10,W01,D0005,0.93,1.24,PASS,NA,PAT_SCAN_010,0.821,25
889,LOT_ATPG10,W01,D0005,0.93,1.31,PASS,NA,PAT_SCAN_007,0.756,25
890,LOT_ATPG10,W01,D0005,0.93,1.37,PASS,NA,PAT_SCAN_009,0.756,25
891,LOT_ATPG10,W01,D0005,0.93,1.43,PASS,NA,PAT_SCAN_010,0.707,25
892,LOT_ATPG10,W01,D0005,0.93,1.49,PASS,NA,PAT_SCAN_002,0.628,25
893,LOT_ATPG10,W01,D0005,0.93,1.56,PASS,NA,PAT_SCAN_005,0.631,25
894,LOT_ATPG10,W01,D0005,0.93,1.62,PASS,NA,PAT_SCAN_001,0.634,25
895,LOT_ATPG10,W01,D0005,0.93,1.68,PASS,NA,PAT_SCAN_007,0.594,25
896,LOT_ATPG10,W01,D0005,0.93,1.75,PASS,NA,PAT_SCAN_003,0.585,25
897,LOT_ATPG10,W01,D0005,0.93,1.81,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.519,25
898,LOT_ATPG10,W01,D0005,0.93,1.87,FAIL,FREQ_MARGIN,PAT_SCAN_005,0.546,25
899,LOT_ATPG10,W01,D0005,0.93,1.94,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.563,25
900,LOT_ATPG10,W01,D0005,0.93,2.0,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.492,25
901,LOT_ATPG10,W01,D0005,0.97,0.8,PASS,NA,PAT_SCAN_006,1.197,25
902,LOT_ATPG10,W01,D0005,0.97,0.86,PASS,NA,PAT_SCAN_005,1.148,25
903,LOT_ATPG10,W01,D0005,0.97,0.93,PASS,NA,PAT_SCAN_004,1.061,25
904,LOT_ATPG10,W01,D0005,0.97,0.99,PASS,NA,PAT_SCAN_004,1.055,25
905,LOT_ATPG10,W01,D0005,0.97,1.05,PASS,NA,PAT_SCAN_005,0.912,25
906,LOT_ATPG10,W01,D0005,0.97,1.12,PASS,NA,PAT_SCAN_001,0.903,25
907,LOT_ATPG10,W01,D0005,0.97,1.18,PASS,NA,PAT_SCAN_005,0.867,25
908,LOT_ATPG10,W01,D0005,0.97,1.24,PASS,NA,PAT_SCAN_001,0.811,25
909,LOT_ATPG10,W01,D0005,0.97,1.31,PASS,NA,PAT_SCAN_003,0.753,25
910,LOT_ATPG10,W01,D0005,0.97,1.37,PASS,NA,PAT_SCAN_008,0.718,25
911,LOT_ATPG10,W01,D0005,0.97,1.43,PASS,NA,PAT_SCAN_008,0.663,25
912,LOT_ATPG10,W01,D0005,0.97,1.49,PASS,NA,PAT_SCAN_002,0.696,25
913,LOT_ATPG10,W01,D0005,0.97,1.56,PASS,NA,PAT_SCAN_005,0.647,25
914,LOT_ATPG10,W01,D0005,0.97,1.62,PASS,NA,PAT_SCAN_010,0.614,25
915,LOT_ATPG10,W01,D0005,0.97,1.68,PASS,NA,PAT_SCAN_006,0.618,25
916,LOT_ATPG10,W01,D0005,0.97,1.75,PASS,NA,PAT_SCAN_010,0.602,25
917,LOT_ATPG10,W01,D0005,0.97,1.81,PASS,NA,PAT_SCAN_003,0.557,25
918,LOT_ATPG10,W01,D0005,0.97,1.87,PASS,NA,PAT_SCAN_007,0.55,25
919,LOT_ATPG10,W01,D0005,0.97,1.94,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.526,25
920,LOT_ATPG10,W01,D0005,0.97,2.0,FAIL,FREQ_MARGIN,PAT_SCAN_002,0.529,25
921,LOT_ATPG10,W01,D0005,1.02,0.8,PASS,NA,PAT_SCAN_005,1.245,25
922,LOT_ATPG10,W01,D0005,1.02,0.86,PASS,NA,PAT_SCAN_005,1.211,25
923,LOT_ATPG10,W01,D0005,1.02,0.93,PASS,NA,PAT_SCAN_007,1.06,25
924,LOT_ATPG10,W01,D0005,1.02,0.99,PASS,NA,PAT_SCAN_003,1.0,25
925,LOT_ATPG10,W01,D0005,1.02,1.05,PASS,NA,PAT_SCAN_009,0.962,25
926,LOT_ATPG10,W01,D0005,1.02,1.12,PASS,NA,PAT_SCAN_001,0.928,25
927,LOT_ATPG10,W01,D0005,1.02,1.18,PASS,NA,PAT_SCAN_005,0.794,25
928,LOT_ATPG10,W01,D0005,1.02,1.24,PASS,NA,PAT_SCAN_005,0.812,25
929,LOT_ATPG10,W01,D0005,1.02,1.31,PASS,NA,PAT_SCAN_008,0.775,25
930,LOT_ATPG10,W01,D0005,1.02,1.37,PASS,NA,PAT_SCAN_009,0.695,25
931,LOT_ATPG10,W01,D0005,1.02,1.43,PASS,NA,PAT_SCAN_010,0.721,25
932,LOT_ATPG10,W01,D0005,1.02,1.49,PASS,NA,PAT_SCAN_004,0.644,25
933,LOT_ATPG10,W01,D0005,1.02,1.56,PASS,NA,PAT_SCAN_005,0.679,25
934,LOT_ATPG10,W01,D0005,1.02,1.62,PASS,NA,PAT_SCAN_002,0.624,25
935,LOT_ATPG10,W01,D0005,1.02,1.68,PASS,NA,PAT_SCAN_009,0.607,25
936,LOT_ATPG10,W01,D0005,1.02,1.75,PASS,NA,PAT_SCAN_001,0.587,25
937,LOT_ATPG10,W01,D0005,1.02,1.81,PASS,NA,PAT_SCAN_010,0.55,25
938,LOT_ATPG10,W01,D0005,1.02,1.87,PASS,NA,PAT_SCAN_009,0.515,25
939,LOT_ATPG10,W01,D0005,1.02,1.94,PASS,NA,PAT_SCAN_004,0.51,25
940,LOT_ATPG10,W01,D0005,1.02,2.0,PASS,NA,PAT_SCAN_010,0.462,25
941,LOT_ATPG10,W01,D0005,1.06,0.8,PASS,NA,PAT_SCAN_004,1.225,25
942,LOT_ATPG10,W01,D0005,1.06,0.86,PASS,NA,PAT_SCAN_007,1.139,25
943,LOT_ATPG10,W01,D0005,1.06,0.93,PASS,NA,PAT_SCAN_005,1.115,25
944,LOT_ATPG10,W01,D0005,1.06,0.99,PASS,NA,PAT_SCAN_009,0.99,25
945,LOT_ATPG10,W01,D0005,1.06,1.05,PASS,NA,PAT_SCAN_001,0.94,25
946,LOT_ATPG10,W01,D0005,1.06,1.12,PASS,NA,PAT_SCAN_006,0.914,25
947,LOT_ATPG10,W01,D0005,1.06,1.18,PASS,NA,PAT_SCAN_008,0.849,25
948,LOT_ATPG10,W01,D0005,1.06,1.24,PASS,NA,PAT_SCAN_002,0.786,25
949,LOT_ATPG10,W01,D0005,1.06,1.31,PASS,NA,PAT_SCAN_010,0.762,25
950,LOT_ATPG10,W01,D0005,1.06,1.37,PASS,NA,PAT_SCAN_007,0.743,25
951,LOT_ATPG10,W01,D0005,1.06,1.43,PASS,NA,PAT_SCAN_007,0.671,25
952,LOT_ATPG10,W01,D0005,1.06,1.49,PASS,NA,PAT_SCAN_010,0.671,25
953,LOT_ATPG10,W01,D0005,1.06,1.56,PASS,NA,PAT_SCAN_002,0.65,25
954,LOT_ATPG10,W01,D0005,1.06,1.62,PASS,NA,PAT_SCAN_002,0.632,25
955,LOT_ATPG10,W01,D0005,1.06,1.68,PASS,NA,PAT_SCAN_001,0.59,25
956,LOT_ATPG10,W01,D0005,1.06,1.75,PASS,NA,PAT_SCAN_007,0.566,25
957,LOT_ATPG10,W01,D0005,1.06,1.81,PASS,NA,PAT_SCAN_007,0.535,25
958,LOT_ATPG10,W01,D0005,1.06,1.87,PASS,NA,PAT_SCAN_009,0.552,25
959,LOT_ATPG10,W01,D0005,1.06,1.94,PASS,NA,PAT_SCAN_009,0.553,25
960,LOT_ATPG10,W01,D0005,1.06,2.0,PASS,NA,PAT_SCAN_001,0.536,25
961,LOT_ATPG10,W01,D0005,1.11,0.8,PASS,NA,PAT_SCAN_002,1.235,25
962,LOT_ATPG10,W01,D0005,1.11,0.86,PASS,NA,PAT_SCAN_001,1.168,25
963,LOT_ATPG10,W01,D0005,1.11,0.93,PASS,NA,PAT_SCAN_008,1.071,25
964,LOT_ATPG10,W01,D0005,1.11,0.99,PASS,NA,PAT_SCAN_005,0.977,25
965,LOT_ATPG10,W01,D0005,1.11,1.05,PASS,NA,PAT_SCAN_010,0.923,25
966,LOT_ATPG10,W01,D0005,1.11,1.12,PASS,NA,PAT_SCAN_005,0.921,25
967,LOT_ATPG10,W01,D0005,1.11,1.18,PASS,NA,PAT_SCAN_001,0.903,25
968,LOT_ATPG10,W01,D0005,1.11,1.24,PASS,NA,PAT_SCAN_002,0.796,25
969,LOT_ATPG10,W01,D0005,1.11,1.31,PASS,NA,PAT_SCAN_001,0.747,25
970,LOT_ATPG10,W01,D0005,1.11,1.37,PASS,NA,PAT_SCAN_005,0.713,25
971,LOT_ATPG10,W01,D0005,1.11,1.43,PASS,NA,PAT_SCAN_009,0.72,25
972,LOT_ATPG10,W01,D0005,1.11,1.49,PASS,NA,PAT_SCAN_010,0.703,25
973,LOT_ATPG10,W01,D0005,1.11,1.56,PASS,NA,PAT_SCAN_005,0.626,25
974,LOT_ATPG10,W01,D0005,1.11,1.62,PASS,NA,PAT_SCAN_001,0.605,25
975,LOT_ATPG10,W01,D0005,1.11,1.68,PASS,NA,PAT_SCAN_001,0.624,25
976,LOT_ATPG10,W01,D0005,1.11,1.75,PASS,NA,PAT_SCAN_006,0.59,25
977,LOT_ATPG10,W01,D0005,1.11,1.81,PASS,NA,PAT_SCAN_004,0.531,25
978,LOT_ATPG10,W01,D0005,1.11,1.87,PASS,NA,PAT_SCAN_008,0.521,25
979,LOT_ATPG10,W01,D0005,1.11,1.94,PASS,NA,PAT_SCAN_009,0.507,25
980,LOT_ATPG10,W01,D0005,1.11,2.0,PASS,NA,PAT_SCAN_004,0.511,25
981,LOT_ATPG10,W01,D0005,1.15,0.8,PASS,NA,PAT_SCAN_010,1.239,25
982,LOT_ATPG10,W01,D0005,1.15,0.86,PASS,NA,PAT_SCAN_006,1.184,25
983,LOT_ATPG10,W01,D0005,1.15,0.93,PASS,NA,PAT_SCAN_009,1.11,25
984,LOT_ATPG10,W01,D0005,1.15,0.99,PASS,NA,PAT_SCAN_010,1.013,25
985,LOT_ATPG10,W01,D0005,1.15,1.05,PASS,NA,PAT_SCAN_005,0.945,25
986,LOT_ATPG10,W01,D0005,1.15,1.12,PASS,NA,PAT_SCAN_003,0.906,25
987,LOT_ATPG10,W01,D0005,1.15,1.18,PASS,NA,PAT_SCAN_005,0.876,25
988,LOT_ATPG10,W01,D0005,1.15,1.24,PASS,NA,PAT_SCAN_008,0.833,25
989,LOT_ATPG10,W01,D0005,1.15,1.31,PASS,NA,PAT_SCAN_003,0.784,25
990,LOT_ATPG10,W01,D0005,1.15,1.37,PASS,NA,PAT_SCAN_003,0.73,25
991,LOT_ATPG10,W01,D0005,1.15,1.43,PASS,NA,PAT_SCAN_002,0.701,25
992,LOT_ATPG10,W01,D0005,1.15,1.49,PASS,NA,PAT_SCAN_008,0.694,25
993,LOT_ATPG10,W01,D0005,1.15,1.56,PASS,NA,PAT_SCAN_005,0.637,25
994,LOT_ATPG10,W01,D0005,1.15,1.62,PASS,NA,PAT_SCAN_004,0.584,25
995,LOT_ATPG10,W01,D0005,1.15,1.68,PASS,NA,PAT_SCAN_008,0.614,25
996,LOT_ATPG10,W01,D0005,1.15,1.75,PASS,NA,PAT_SCAN_010,0.598,25
997,LOT_ATPG10,W01,D0005,1.15,1.81,PASS,NA,PAT_SCAN_009,0.553,25
998,LOT_ATPG10,W01,D0005,1.15,1.87,PASS,NA,PAT_SCAN_008,0.531,25
999,LOT_ATPG10,W01,D0005,1.15,1.94,PASS,NA,PAT_SCAN_003,0.494,25
1000,LOT_ATPG10,W01,D0005,1.15,2.0,PASS,NA,PAT_SCAN_001,0.496,25
1001,LOT_ATPG10,W01,D0006,0.75,0.8,PASS,NA,PAT_SCAN_006,1.253,25
1002,LOT_ATPG10,W01,D0006,0.75,0.86,PASS,NA,PAT_SCAN_004,1.163,25
1003,LOT_ATPG10,W01,D0006,0.75,0.93,PASS,NA,PAT_SCAN_010,1.081,25
1004,LOT_ATPG10,W01,D0006,0.75,0.99,PASS,NA,PAT_SCAN_010,1.003,25
1005,LOT_ATPG10,W01,D0006,0.75,1.05,PASS,NA,PAT_SCAN_003,0.946,25
1006,LOT_ATPG10,W01,D0006,0.75,1.12,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.853,25
1007,LOT_ATPG10,W01,D0006,0.75,1.18,FAIL,FREQ_MARGIN,PAT_SCAN_001,0.822,25
1008,LOT_ATPG10,W01,D0006,0.75,1.24,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.816,25
1009,LOT_ATPG10,W01,D0006,0.75,1.31,FAIL,TIMING,PAT_SCAN_007,0.773,25
1010,LOT_ATPG10,W01,D0006,0.75,1.37,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.712,25
1011,LOT_ATPG10,W01,D0006,0.75,1.43,FAIL,FREQ_MARGIN,PAT_SCAN_002,0.682,25
1012,LOT_ATPG10,W01,D0006,0.75,1.49,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.657,25
1013,LOT_ATPG10,W01,D0006,0.75,1.56,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.628,25
1014,LOT_ATPG10,W01,D0006,0.75,1.62,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.648,25
1015,LOT_ATPG10,W01,D0006,0.75,1.68,FAIL,FREQ_MARGIN,PAT_SCAN_001,0.598,25
1016,LOT_ATPG10,W01,D0006,0.75,1.75,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.591,25
1017,LOT_ATPG10,W01,D0006,0.75,1.81,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.558,25
1018,LOT_ATPG10,W01,D0006,0.75,1.87,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.55,25
1019,LOT_ATPG10,W01,D0006,0.75,1.94,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.482,25
1020,LOT_ATPG10,W01,D0006,0.75,2.0,FAIL,TIMING,PAT_SCAN_003,0.452,25
1021,LOT_ATPG10,W01,D0006,0.79,0.8,PASS,NA,PAT_SCAN_007,1.248,25
1022,LOT_ATPG10,W01,D0006,0.79,0.86,PASS,NA,PAT_SCAN_004,1.167,25
1023,LOT_ATPG10,W01,D0006,0.79,0.93,PASS,NA,PAT_SCAN_004,1.07,25
1024,LOT_ATPG10,W01,D0006,0.79,0.99,PASS,NA,PAT_SCAN_003,1.021,25
1025,LOT_ATPG10,W01,D0006,0.79,1.05,PASS,NA,PAT_SCAN_009,0.982,25
1026,LOT_ATPG10,W01,D0006,0.79,1.12,PASS,NA,PAT_SCAN_001,0.882,25
1027,LOT_ATPG10,W01,D0006,0.79,1.18,PASS,NA,PAT_SCAN_008,0.835,25
1028,LOT_ATPG10,W01,D0006,0.79,1.24,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.818,25
1029,LOT_ATPG10,W01,D0006,0.79,1.31,FAIL,TIMING,PAT_SCAN_007,0.778,25
1030,LOT_ATPG10,W01,D0006,0.79,1.37,FAIL,TIMING,PAT_SCAN_007,0.722,25
1031,LOT_ATPG10,W01,D0006,0.79,1.43,FAIL,FREQ_MARGIN,PAT_SCAN_002,0.7,25
1032,LOT_ATPG10,W01,D0006,0.79,1.49,FAIL,FREQ_MARGIN,PAT_SCAN_001,0.679,25
1033,LOT_ATPG10,W01,D0006,0.79,1.56,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.592,25
1034,LOT_ATPG10,W01,D0006,0.79,1.62,FAIL,TIMING,PAT_SCAN_007,0.586,25
1035,LOT_ATPG10,W01,D0006,0.79,1.68,FAIL,FREQ_MARGIN,PAT_SCAN_010,0.565,25
1036,LOT_ATPG10,W01,D0006,0.79,1.75,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.572,25
1037,LOT_ATPG10,W01,D0006,0.79,1.81,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.578,25
1038,LOT_ATPG10,W01,D0006,0.79,1.87,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.532,25
1039,LOT_ATPG10,W01,D0006,0.79,1.94,FAIL,FREQ_MARGIN,PAT_SCAN_002,0.52,25
1040,LOT_ATPG10,W01,D0006,0.79,2.0,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.522,25
1041,LOT_ATPG10,W01,D0006,0.84,0.8,PASS,NA,PAT_SCAN_007,1.286,25
1042,LOT_ATPG10,W01,D0006,0.84,0.86,PASS,NA,PAT_SCAN_003,1.166,25
1043,LOT_ATPG10,W01,D0006,0.84,0.93,PASS,NA,PAT_SCAN_007,1.084,25
1044,LOT_ATPG10,W01,D0006,0.84,0.99,PASS,NA,PAT_SCAN_010,1.002,25
1045,LOT_ATPG10,W01,D0006,0.84,1.05,PASS,NA,PAT_SCAN_004,0.92,25
1046,LOT_ATPG10,W01,D0006,0.84,1.12,PASS,NA,PAT_SCAN_010,0.88,25
1047,LOT_ATPG10,W01,D0006,0.84,1.18,PASS,NA,PAT_SCAN_009,0.868,25
1048,LOT_ATPG10,W01,D0006,0.84,1.24,PASS,NA,PAT_SCAN_009,0.771,25
1049,LOT_ATPG10,W01,D0006,0.84,1.31,PASS,NA,PAT_SCAN_009,0.748,25
1050,LOT_ATPG10,W01,D0006,0.84,1.37,PASS,NA,PAT_SCAN_010,0.73,25
1051,LOT_ATPG10,W01,D0006,0.84,1.43,FAIL,FREQ_MARGIN,PAT_SCAN_002,0.675,25
1052,LOT_ATPG10,W01,D0006,0.84,1.49,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.651,25
1053,LOT_ATPG10,W01,D0006,0.84,1.56,FAIL,FREQ_MARGIN,PAT_SCAN_002,0.618,25
1054,LOT_ATPG10,W01,D0006,0.84,1.62,FAIL,FREQ_MARGIN,PAT_SCAN_010,0.58,25
1055,LOT_ATPG10,W01,D0006,0.84,1.68,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.569,25
1056,LOT_ATPG10,W01,D0006,0.84,1.75,FAIL,FREQ_MARGIN,PAT_SCAN_005,0.584,25
1057,LOT_ATPG10,W01,D0006,0.84,1.81,FAIL,TIMING,PAT_SCAN_007,0.55,25
1058,LOT_ATPG10,W01,D0006,0.84,1.87,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.52,25
1059,LOT_ATPG10,W01,D0006,0.84,1.94,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.533,25
