Point_ID,Lot_ID,Wafer_ID,Die_ID,VDD_V,Frequency_GHz,Temperature_C,Current_mA,Timing_ns,Leakage_mA,Test_Time_ms,Pattern_ID,Test_ID,Test_Result,Failure_Code,Margin_GHz
1494,LOT_B002,W002,D0002,1.05,1.86,85,125.53,0.5477,7.188,1.926,ATPG_048,SCAN_AT_SPEED,PASS,NA,0.4232
1495,LOT_B002,W002,D0002,1.05,1.88,85,128.891,0.5396,7.268,1.729,ATPG_047,SCAN_AT_SPEED,PASS,NA,0.4032
1496,LOT_B002,W002,D0002,1.05,1.9,85,130.118,0.5141,7.375,1.785,ATPG_053,SCAN_AT_SPEED,PASS,NA,0.3832
1497,LOT_B002,W002,D0002,1.05,1.92,85,128.624,0.4747,7.579,2.0,ATPG_053,SCAN_AT_SPEED,PASS,NA,0.3632
1498,LOT_B002,W002,D0002,1.05,1.94,85,130.75,0.5364,7.043,1.929,ATPG_024,SCAN_AT_SPEED,PASS,NA,0.3432
1499,LOT_B002,W002,D0002,1.05,1.96,85,126.614,0.5085,7.002,1.843,ATPG_038,SCAN_AT_SPEED,PASS,NA,0.3232
1500,LOT_B002,W002,D0002,1.05,1.98,85,136.1,0.4682,7.02,1.751,ATPG_095,SCAN_AT_SPEED,PASS,NA,0.3032
1501,LOT_B002,W002,D0002,1.05,2.0,85,136.656,0.5,6.895,1.802,ATPG_027,SCAN_AT_SPEED,PASS,NA,0.2832
1502,LOT_B002,W002,D0002,1.05,2.02,85,135.824,0.4861,6.945,1.847,ATPG_077,SCAN_AT_SPEED,PASS,NA,0.2632
1503,LOT_B002,W002,D0002,1.05,2.04,85,136.984,0.5107,6.933,1.841,ATPG_044,SCAN_AT_SPEED,PASS,NA,0.2432
1504,LOT_B002,W002,D0002,1.05,2.06,85,135.077,0.4879,7.254,1.807,ATPG_007,SCAN_AT_SPEED,PASS,NA,0.2232
1505,LOT_B002,W002,D0002,1.05,2.08,85,135.982,0.4807,7.298,1.875,ATPG_093,SCAN_AT_SPEED,PASS,NA,0.2032
1506,LOT_B002,W002,D0002,1.05,2.1,85,140.285,0.4713,7.054,1.72,ATPG_090,SCAN_AT_SPEED,PASS,NA,0.1832
1507,LOT_B002,W002,D0002,1.05,2.12,85,141.291,0.478,6.719,1.999,ATPG_038,SCAN_AT_SPEED,PASS,NA,0.1632
1508,LOT_B002,W002,D0002,1.05,2.14,85,137.7,0.4976,7.116,1.745,ATPG_035,SCAN_AT_SPEED,PASS,NA,0.1432
1509,LOT_B002,W002,D0002,1.05,2.16,85,141.541,0.4537,7.595,1.972,ATPG_069,SCAN_AT_SPEED,PASS,NA,0.1232
1510,LOT_B002,W002,D0002,1.05,2.18,85,140.773,0.4435,6.992,1.76,ATPG_070,SCAN_AT_SPEED,PASS,NA,0.1032
1511,LOT_B002,W002,D0002,1.05,2.2,85,141.613,0.4527,6.603,1.758,ATPG_011,SCAN_AT_SPEED,PASS,NA,0.0832
1512,LOT_B002,W002,D0002,1.05,2.22,85,143.309,0.4189,7.121,1.762,ATPG_100,SCAN_AT_SPEED,PASS,NA,0.0632
1513,LOT_B002,W002,D0002,1.05,2.24,85,142.897,0.4399,6.896,1.907,ATPG_092,SCAN_AT_SPEED,PASS,NA,0.0432
1514,LOT_B002,W002,D0002,1.05,2.26,85,143.302,0.4479,6.956,1.919,ATPG_046,SCAN_AT_SPEED,PASS,NA,0.0232
1515,LOT_B002,W002,D0002,1.05,2.28,85,147.348,0.4693,6.89,1.987,ATPG_013,SCAN_AT_SPEED,PASS,NA,0.0032
1516,LOT_B002,W002,D0002,1.05,2.3,85,148.304,0.4388,7.367,1.892,ATPG_008,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.0168
1517,LOT_B002,W002,D0002,1.05,2.32,85,150.64,0.3998,7.326,1.989,ATPG_094,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.0368
1518,LOT_B002,W002,D0002,1.05,2.34,85,147.386,0.4295,6.798,1.911,ATPG_055,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.0568
1519,LOT_B002,W002,D0002,1.05,2.36,85,148.932,0.4324,7.039,1.818,ATPG_090,SCAN_AT_SPEED,FAIL,TIMING,-0.0768
1520,LOT_B002,W002,D0002,1.05,2.38,85,151.832,0.4208,7.3,1.769,ATPG_045,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.0968
1521,LOT_B002,W002,D0002,1.07,0.8,85,83.43,1.2338,7.429,1.742,ATPG_076,SCAN_AT_SPEED,PASS,NA,1.5535
1522,LOT_B002,W002,D0002,1.07,0.82,85,81.419,1.184,7.143,1.793,ATPG_065,SCAN_AT_SPEED,PASS,NA,1.5335
1523,LOT_B002,W002,D0002,1.07,0.84,85,86.38,1.2108,7.399,1.735,ATPG_054,SCAN_AT_SPEED,PASS,NA,1.5135
1524,LOT_B002,W002,D0002,1.07,0.86,85,88.159,1.1721,7.241,1.756,ATPG_060,SCAN_AT_SPEED,PASS,NA,1.4935
1525,LOT_B002,W002,D0002,1.07,0.88,85,89.932,1.1264,7.258,1.779,ATPG_050,SCAN_AT_SPEED,PASS,NA,1.4735
1526,LOT_B002,W002,D0002,1.07,0.9,85,83.337,1.1348,7.256,1.827,ATPG_015,SCAN_AT_SPEED,PASS,NA,1.4535
1527,LOT_B002,W002,D0002,1.07,0.92,85,87.875,1.1254,7.35,1.859,ATPG_085,SCAN_AT_SPEED,PASS,NA,1.4335
1528,LOT_B002,W002,D0002,1.07,0.94,85,89.991,1.0924,7.503,1.973,ATPG_021,SCAN_AT_SPEED,PASS,NA,1.4135
1529,LOT_B002,W002,D0002,1.07,0.96,85,93.957,1.0024,7.345,1.741,ATPG_035,SCAN_AT_SPEED,PASS,NA,1.3935
1530,LOT_B002,W002,D0002,1.07,0.98,85,92.866,1.031,7.496,1.738,ATPG_068,SCAN_AT_SPEED,PASS,NA,1.3735
1531,LOT_B002,W002,D0002,1.07,1.0,85,90.672,1.0282,7.621,1.812,ATPG_088,SCAN_AT_SPEED,PASS,NA,1.3535
1532,LOT_B002,W002,D0002,1.07,1.02,85,93.783,0.9879,7.265,1.72,ATPG_012,SCAN_AT_SPEED,PASS,NA,1.3335
1533,LOT_B002,W002,D0002,1.07,1.04,85,97.875,0.9645,7.112,1.932,ATPG_015,SCAN_AT_SPEED,PASS,NA,1.3135
1534,LOT_B002,W002,D0002,1.07,1.06,85,94.007,0.9794,7.112,1.99,ATPG_093,SCAN_AT_SPEED,PASS,NA,1.2935
1535,LOT_B002,W002,D0002,1.07,1.08,85,96.144,0.9424,7.496,1.97,ATPG_057,SCAN_AT_SPEED,PASS,NA,1.2735
1536,LOT_B002,W002,D0002,1.07,1.1,85,97.245,0.9047,7.034,1.76,ATPG_075,SCAN_AT_SPEED,PASS,NA,1.2535
1537,LOT_B002,W002,D0002,1.07,1.12,85,100.311,0.8736,7.033,1.748,ATPG_067,SCAN_AT_SPEED,PASS,NA,1.2335
1538,LOT_B002,W002,D0002,1.07,1.14,85,97.396,0.8845,7.236,1.839,ATPG_003,SCAN_AT_SPEED,PASS,NA,1.2135
1539,LOT_B002,W002,D0002,1.07,1.16,85,100.39,0.8657,7.191,1.793,ATPG_063,SCAN_AT_SPEED,PASS,NA,1.1935
1540,LOT_B002,W002,D0002,1.07,1.18,85,103.34,0.8472,7.288,1.972,ATPG_028,SCAN_AT_SPEED,PASS,NA,1.1735
1541,LOT_B002,W002,D0002,1.07,1.2,85,100.994,0.8664,7.169,1.947,ATPG_059,SCAN_AT_SPEED,PASS,NA,1.1535
1542,LOT_B002,W002,D0002,1.07,1.22,85,102.178,0.7963,6.845,1.906,ATPG_072,SCAN_AT_SPEED,PASS,NA,1.1335
1543,LOT_B002,W002,D0002,1.07,1.24,85,104.816,0.8229,7.353,1.998,ATPG_056,SCAN_AT_SPEED,PASS,NA,1.1135
1544,LOT_B002,W002,D0002,1.07,1.26,85,103.6,0.8102,7.245,1.994,ATPG_058,SCAN_AT_SPEED,PASS,NA,1.0935
1545,LOT_B002,W002,D0002,1.07,1.28,85,104.805,0.7508,7.021,1.959,ATPG_026,SCAN_AT_SPEED,PASS,NA,1.0735
1546,LOT_B002,W002,D0002,1.07,1.3,85,107.068,0.7932,7.512,1.766,ATPG_072,SCAN_AT_SPEED,PASS,NA,1.0535
1547,LOT_B002,W002,D0002,1.07,1.32,85,107.294,0.7624,7.296,1.984,ATPG_033,SCAN_AT_SPEED,PASS,NA,1.0335
1548,LOT_B002,W002,D0002,1.07,1.34,85,110.028,0.7777,7.596,1.948,ATPG_091,SCAN_AT_SPEED,PASS,NA,1.0135
1549,LOT_B002,W002,D0002,1.07,1.36,85,110.765,0.7313,6.839,1.792,ATPG_077,SCAN_AT_SPEED,PASS,NA,0.9935
1550,LOT_B002,W002,D0002,1.07,1.38,85,115.028,0.7149,7.34,1.764,ATPG_048,SCAN_AT_SPEED,PASS,NA,0.9735
1551,LOT_B002,W002,D0002,1.07,1.4,85,107.905,0.695,7.288,1.969,ATPG_011,SCAN_AT_SPEED,PASS,NA,0.9535
1552,LOT_B002,W002,D0002,1.07,1.42,85,105.348,0.6746,6.896,1.711,ATPG_090,SCAN_AT_SPEED,PASS,NA,0.9335
1553,LOT_B002,W002,D0002,1.07,1.44,85,112.594,0.6958,7.083,1.864,ATPG_008,SCAN_AT_SPEED,PASS,NA,0.9135
1554,LOT_B002,W002,D0002,1.07,1.46,85,109.438,0.6762,7.254,1.743,ATPG_067,SCAN_AT_SPEED,PASS,NA,0.8935
1555,LOT_B002,W002,D0002,1.07,1.48,85,112.726,0.7077,7.074,1.825,ATPG_028,SCAN_AT_SPEED,PASS,NA,0.8735
1556,LOT_B002,W002,D0002,1.07,1.5,85,112.39,0.6643,7.272,1.756,ATPG_022,SCAN_AT_SPEED,PASS,NA,0.8535
1557,LOT_B002,W002,D0002,1.07,1.52,85,112.814,0.6829,6.822,1.935,ATPG_044,SCAN_AT_SPEED,PASS,NA,0.8335
1558,LOT_B002,W002,D0002,1.07,1.54,85,112.969,0.6148,7.295,1.923,ATPG_097,SCAN_AT_SPEED,PASS,NA,0.8135
1559,LOT_B002,W002,D0002,1.07,1.56,85,114.601,0.643,7.421,1.915,ATPG_079,SCAN_AT_SPEED,PASS,NA,0.7935
1560,LOT_B002,W002,D0002,1.07,1.58,85,122.16,0.6293,7.478,1.954,ATPG_048,SCAN_AT_SPEED,PASS,NA,0.7735
1561,LOT_B002,W002,D0002,1.07,1.6,85,120.792,0.6276,7.499,1.95,ATPG_033,SCAN_AT_SPEED,PASS,NA,0.7535
1562,LOT_B002,W002,D0002,1.07,1.62,85,119.471,0.6082,7.018,1.807,ATPG_051,SCAN_AT_SPEED,PASS,NA,0.7335
1563,LOT_B002,W002,D0002,1.07,1.64,85,117.905,0.6107,7.239,1.993,ATPG_060,SCAN_AT_SPEED,PASS,NA,0.7135
1564,LOT_B002,W002,D0002,1.07,1.66,85,123.844,0.6066,7.279,1.724,ATPG_073,SCAN_AT_SPEED,PASS,NA,0.6935
1565,LOT_B002,W002,D0002,1.07,1.68,85,118.527,0.5852,7.171,1.77,ATPG_008,SCAN_AT_SPEED,PASS,NA,0.6735
1566,LOT_B002,W002,D0002,1.07,1.7,85,121.201,0.6588,7.491,1.745,ATPG_061,SCAN_AT_SPEED,PASS,NA,0.6535
1567,LOT_B002,W002,D0002,1.07,1.72,85,125.144,0.6016,7.282,1.759,ATPG_067,SCAN_AT_SPEED,PASS,NA,0.6335
1568,LOT_B002,W002,D0002,1.07,1.74,85,126.168,0.5855,7.206,1.798,ATPG_081,SCAN_AT_SPEED,PASS,NA,0.6135
1569,LOT_B002,W002,D0002,1.07,1.76,85,128.468,0.5711,7.179,1.776,ATPG_025,SCAN_AT_SPEED,PASS,NA,0.5935
1570,LOT_B002,W002,D0002,1.07,1.78,85,125.81,0.5648,7.148,1.708,ATPG_026,SCAN_AT_SPEED,PASS,NA,0.5735
1571,LOT_B002,W002,D0002,1.07,1.8,85,124.712,0.5384,7.217,1.867,ATPG_085,SCAN_AT_SPEED,PASS,NA,0.5535
1572,LOT_B002,W002,D0002,1.07,1.82,85,126.115,0.5558,7.658,1.802,ATPG_012,SCAN_AT_SPEED,PASS,NA,0.5335
1573,LOT_B002,W002,D0002,1.07,1.84,85,130.219,0.5255,7.144,1.957,ATPG_005,SCAN_AT_SPEED,PASS,NA,0.5135
1574,LOT_B002,W002,D0002,1.07,1.86,85,128.795,0.5135,7.242,1.836,ATPG_026,SCAN_AT_SPEED,PASS,NA,0.4935
1575,LOT_B002,W002,D0002,1.07,1.88,85,133.966,0.5371,7.282,1.969,ATPG_023,SCAN_AT_SPEED,PASS,NA,0.4735
1576,LOT_B002,W002,D0002,1.07,1.9,85,130.058,0.5297,7.754,1.807,ATPG_017,SCAN_AT_SPEED,PASS,NA,0.4535
1577,LOT_B002,W002,D0002,1.07,1.92,85,130.109,0.4992,7.234,1.843,ATPG_020,SCAN_AT_SPEED,PASS,NA,0.4335
1578,LOT_B002,W002,D0002,1.07,1.94,85,133.071,0.5135,6.863,1.744,ATPG_083,SCAN_AT_SPEED,PASS,NA,0.4135
1579,LOT_B002,W002,D0002,1.07,1.96,85,133.314,0.5052,7.519,1.821,ATPG_072,SCAN_AT_SPEED,PASS,NA,0.3935
1580,LOT_B002,W002,D0002,1.07,1.98,85,134.108,0.497,7.309,1.788,ATPG_027,SCAN_AT_SPEED,PASS,NA,0.3735
1581,LOT_B002,W002,D0002,1.07,2.0,85,132.012,0.4632,7.505,1.725,ATPG_020,SCAN_AT_SPEED,PASS,NA,0.3535
1582,LOT_B002,W002,D0002,1.07,2.02,85,138.252,0.5034,7.139,1.825,ATPG_086,SCAN_AT_SPEED,PASS,NA,0.3335
1583,LOT_B002,W002,D0002,1.07,2.04,85,135.274,0.4737,6.967,1.823,ATPG_032,SCAN_AT_SPEED,PASS,NA,0.3135
1584,LOT_B002,W002,D0002,1.07,2.06,85,135.665,0.5071,7.04,1.788,ATPG_027,SCAN_AT_SPEED,PASS,NA,0.2935
1585,LOT_B002,W002,D0002,1.07,2.08,85,137.787,0.4914,7.526,1.703,ATPG_030,SCAN_AT_SPEED,PASS,NA,0.2735
1586,LOT_B002,W002,D0002,1.07,2.1,85,136.307,0.4869,7.327,1.832,ATPG_066,SCAN_AT_SPEED,PASS,NA,0.2535
1587,LOT_B002,W002,D0002,1.07,2.12,85,140.82,0.4484,7.145,1.976,ATPG_021,SCAN_AT_SPEED,PASS,NA,0.2335
1588,LOT_B002,W002,D0002,1.07,2.14,85,141.57,0.4596,7.23,1.719,ATPG_078,SCAN_AT_SPEED,PASS,NA,0.2135
1589,LOT_B002,W002,D0002,1.07,2.16,85,142.228,0.4757,7.099,1.935,ATPG_092,SCAN_AT_SPEED,PASS,NA,0.1935
1590,LOT_B002,W002,D0002,1.07,2.18,85,142.315,0.4692,7.445,1.76,ATPG_046,SCAN_AT_SPEED,PASS,NA,0.1735
1591,LOT_B002,W002,D0002,1.07,2.2,85,141.529,0.449,7.55,1.812,ATPG_028,SCAN_AT_SPEED,PASS,NA,0.1535
1592,LOT_B002,W002,D0002,1.07,2.22,85,143.673,0.4639,6.872,1.702,ATPG_013,SCAN_AT_SPEED,PASS,NA,0.1335
1593,LOT_B002,W002,D0002,1.07,2.24,85,143.729,0.4408,7.513,1.95,ATPG_006,SCAN_AT_SPEED,PASS,NA,0.1135
1594,LOT_B002,W002,D0002,1.07,2.26,85,145.73,0.4586,7.195,1.88,ATPG_095,SCAN_AT_SPEED,PASS,NA,0.0935
1595,LOT_B002,W002,D0002,1.07,2.28,85,149.154,0.4529,6.933,1.934,ATPG_063,SCAN_AT_SPEED,PASS,NA,0.0735
1596,LOT_B002,W002,D0002,1.07,2.3,85,147.973,0.3908,7.39,1.962,ATPG_084,SCAN_AT_SPEED,PASS,NA,0.0535
1597,LOT_B002,W002,D0002,1.07,2.32,85,151.037,0.4398,7.706,1.765,ATPG_029,SCAN_AT_SPEED,PASS,NA,0.0335
1598,LOT_B002,W002,D0002,1.07,2.34,85,150.803,0.4405,7.587,1.733,ATPG_095,SCAN_AT_SPEED,PASS,NA,0.0135
1599,LOT_B002,W002,D0002,1.07,2.36,85,151.223,0.4171,7.202,1.878,ATPG_089,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.0065
1600,LOT_B002,W002,D0002,1.07,2.38,85,152.5,0.4261,7.51,1.807,ATPG_087,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.0265
1601,LOT_B002,W002,D0002,1.08,0.8,85,82.704,1.2456,7.329,1.744,ATPG_098,SCAN_AT_SPEED,PASS,NA,1.5981
1602,LOT_B002,W002,D0002,1.08,0.82,85,82.281,1.1738,7.175,1.959,ATPG_052,SCAN_AT_SPEED,PASS,NA,1.5781
1603,LOT_B002,W002,D0002,1.08,0.84,85,84.723,1.2065,7.241,1.765,ATPG_022,SCAN_AT_SPEED,PASS,NA,1.5581
1604,LOT_B002,W002,D0002,1.08,0.86,85,83.893,1.1246,7.473,1.797,ATPG_005,SCAN_AT_SPEED,PASS,NA,1.5381
1605,LOT_B002,W002,D0002,1.08,0.88,85,89.555,1.1426,7.075,1.802,ATPG_042,SCAN_AT_SPEED,PASS,NA,1.5181
1606,LOT_B002,W002,D0002,1.08,0.9,85,83.309,1.1117,7.581,1.898,ATPG_015,SCAN_AT_SPEED,PASS,NA,1.4981
1607,LOT_B002,W002,D0002,1.08,0.92,85,89.228,1.0897,7.091,1.828,ATPG_085,SCAN_AT_SPEED,PASS,NA,1.4781
1608,LOT_B002,W002,D0002,1.08,0.94,85,91.08,1.0561,7.174,1.829,ATPG_087,SCAN_AT_SPEED,PASS,NA,1.4581
1609,LOT_B002,W002,D0002,1.08,0.96,85,91.06,1.0628,7.635,1.812,ATPG_100,SCAN_AT_SPEED,PASS,NA,1.4381
1610,LOT_B002,W002,D0002,1.08,0.98,85,93.8,1.0364,7.613,1.703,ATPG_045,SCAN_AT_SPEED,PASS,NA,1.4181
1611,LOT_B002,W002,D0002,1.08,1.0,85,97.32,0.9969,7.473,1.945,ATPG_095,SCAN_AT_SPEED,PASS,NA,1.3981
1612,LOT_B002,W002,D0002,1.08,1.02,85,98.3,0.9926,7.239,1.887,ATPG_017,SCAN_AT_SPEED,PASS,NA,1.3781
1613,LOT_B002,W002,D0002,1.08,1.04,85,98.677,0.9627,7.109,1.993,ATPG_063,SCAN_AT_SPEED,PASS,NA,1.3581
1614,LOT_B002,W002,D0002,1.08,1.06,85,94.604,0.96,7.378,1.868,ATPG_013,SCAN_AT_SPEED,PASS,NA,1.3381
1615,LOT_B002,W002,D0002,1.08,1.08,85,97.552,0.9153,7.769,1.974,ATPG_020,SCAN_AT_SPEED,PASS,NA,1.3181
1616,LOT_B002,W002,D0002,1.08,1.1,85,98.673,0.8772,7.629,1.905,ATPG_027,SCAN_AT_SPEED,PASS,NA,1.2981
1617,LOT_B002,W002,D0002,1.08,1.12,85,99.899,0.9146,7.353,1.792,ATPG_019,SCAN_AT_SPEED,PASS,NA,1.2781
1618,LOT_B002,W002,D0002,1.08,1.14,85,99.292,0.8672,7.579,1.738,ATPG_042,SCAN_AT_SPEED,PASS,NA,1.2581
1619,LOT_B002,W002,D0002,1.08,1.16,85,102.439,0.8431,7.625,1.809,ATPG_071,SCAN_AT_SPEED,PASS,NA,1.2381
1620,LOT_B002,W002,D0002,1.08,1.18,85,101.012,0.8742,7.278,1.911,ATPG_009,SCAN_AT_SPEED,PASS,NA,1.2181
1621,LOT_B002,W002,D0002,1.08,1.2,85,98.09,0.8258,7.269,1.795,ATPG_012,SCAN_AT_SPEED,PASS,NA,1.1981
1622,LOT_B002,W002,D0002,1.08,1.22,85,99.078,0.8171,7.033,1.855,ATPG_022,SCAN_AT_SPEED,PASS,NA,1.1781
1623,LOT_B002,W002,D0002,1.08,1.24,85,107.782,0.8189,7.366,1.946,ATPG_092,SCAN_AT_SPEED,PASS,NA,1.1581
1624,LOT_B002,W002,D0002,1.08,1.26,85,105.473,0.7734,7.328,1.874,ATPG_055,SCAN_AT_SPEED,PASS,NA,1.1381
1625,LOT_B002,W002,D0002,1.08,1.28,85,107.392,0.7918,7.444,1.818,ATPG_015,SCAN_AT_SPEED,PASS,NA,1.1181
1626,LOT_B002,W002,D0002,1.08,1.3,85,107.009,0.7754,7.278,1.809,ATPG_016,SCAN_AT_SPEED,PASS,NA,1.0981
1627,LOT_B002,W002,D0002,1.08,1.32,85,106.703,0.7671,7.424,1.827,ATPG_063,SCAN_AT_SPEED,PASS,NA,1.0781
1628,LOT_B002,W002,D0002,1.08,1.34,85,109.849,0.7501,7.455,1.714,ATPG_086,SCAN_AT_SPEED,PASS,NA,1.0581
1629,LOT_B002,W002,D0002,1.08,1.36,85,112.359,0.7133,7.241,1.841,ATPG_097,SCAN_AT_SPEED,PASS,NA,1.0381
1630,LOT_B002,W002,D0002,1.08,1.38,85,108.061,0.7189,7.594,1.994,ATPG_099,SCAN_AT_SPEED,PASS,NA,1.0181
1631,LOT_B002,W002,D0002,1.08,1.4,85,108.419,0.7054,7.338,1.71,ATPG_096,SCAN_AT_SPEED,PASS,NA,0.9981
1632,LOT_B002,W002,D0002,1.08,1.42,85,115.14,0.7259,7.339,1.787,ATPG_021,SCAN_AT_SPEED,PASS,NA,0.9781
1633,LOT_B002,W002,D0002,1.08,1.44,85,112.285,0.6967,7.673,1.857,ATPG_023,SCAN_AT_SPEED,PASS,NA,0.9581
1634,LOT_B002,W002,D0002,1.08,1.46,85,115.446,0.6766,7.169,1.743,ATPG_095,SCAN_AT_SPEED,PASS,NA,0.9381
1635,LOT_B002,W002,D0002,1.08,1.48,85,112.487,0.6194,7.304,1.78,ATPG_065,SCAN_AT_SPEED,PASS,NA,0.9181
1636,LOT_B002,W002,D0002,1.08,1.5,85,119.815,0.627,7.71,1.843,ATPG_050,SCAN_AT_SPEED,PASS,NA,0.8981
1637,LOT_B002,W002,D0002,1.08,1.52,85,114.777,0.6348,7.701,1.865,ATPG_062,SCAN_AT_SPEED,PASS,NA,0.8781
1638,LOT_B002,W002,D0002,1.08,1.54,85,116.364,0.6643,7.56,1.818,ATPG_047,SCAN_AT_SPEED,PASS,NA,0.8581
1639,LOT_B002,W002,D0002,1.08,1.56,85,117.988,0.6734,7.487,1.907,ATPG_077,SCAN_AT_SPEED,PASS,NA,0.8381
1640,LOT_B002,W002,D0002,1.08,1.58,85,118.539,0.6504,7.696,1.866,ATPG_055,SCAN_AT_SPEED,PASS,NA,0.8181
1641,LOT_B002,W002,D0002,1.08,1.6,85,117.653,0.6225,7.652,1.808,ATPG_026,SCAN_AT_SPEED,PASS,NA,0.7981
1642,LOT_B002,W002,D0002,1.08,1.62,85,124.742,0.5949,7.53,1.852,ATPG_060,SCAN_AT_SPEED,PASS,NA,0.7781
1643,LOT_B002,W002,D0002,1.08,1.64,85,124.553,0.651,7.767,1.849,ATPG_002,SCAN_AT_SPEED,PASS,NA,0.7581
1644,LOT_B002,W002,D0002,1.08,1.66,85,122.686,0.6238,7.582,1.763,ATPG_042,SCAN_AT_SPEED,PASS,NA,0.7381
1645,LOT_B002,W002,D0002,1.08,1.68,85,119.972,0.629,7.154,1.973,ATPG_089,SCAN_AT_SPEED,PASS,NA,0.7181
1646,LOT_B002,W002,D0002,1.08,1.7,85,123.049,0.5879,7.463,1.783,ATPG_018,SCAN_AT_SPEED,PASS,NA,0.6981
1647,LOT_B002,W002,D0002,1.08,1.72,85,121.268,0.5615,7.175,1.781,ATPG_072,SCAN_AT_SPEED,PASS,NA,0.6781
1648,LOT_B002,W002,D0002,1.08,1.74,85,127.91,0.6197,7.691,1.98,ATPG_005,SCAN_AT_SPEED,PASS,NA,0.6581
1649,LOT_B002,W002,D0002,1.08,1.76,85,128.327,0.5667,7.36,1.822,ATPG_013,SCAN_AT_SPEED,PASS,NA,0.6381
1650,LOT_B002,W002,D0002,1.08,1.78,85,129.277,0.5812,7.569,1.7,ATPG_026,SCAN_AT_SPEED,PASS,NA,0.6181
1651,LOT_B002,W002,D0002,1.08,1.8,85,129.632,0.5276,7.867,1.953,ATPG_077,SCAN_AT_SPEED,PASS,NA,0.5981
1652,LOT_B002,W002,D0002,1.08,1.82,85,129.114,0.5511,7.278,1.871,ATPG_006,SCAN_AT_SPEED,PASS,NA,0.5781
1653,LOT_B002,W002,D0002,1.08,1.84,85,129.919,0.5649,7.369,1.821,ATPG_095,SCAN_AT_SPEED,PASS,NA,0.5581
1654,LOT_B002,W002,D0002,1.08,1.86,85,132.391,0.5543,7.492,1.983,ATPG_067,SCAN_AT_SPEED,PASS,NA,0.5381
1655,LOT_B002,W002,D0002,1.08,1.88,85,131.554,0.5496,7.029,1.835,ATPG_013,SCAN_AT_SPEED,PASS,NA,0.5181
1656,LOT_B002,W002,D0002,1.08,1.9,85,132.446,0.492,7.195,1.97,ATPG_070,SCAN_AT_SPEED,PASS,NA,0.4981
1657,LOT_B002,W002,D0002,1.08,1.92,85,133.416,0.5258,8.073,1.835,ATPG_019,SCAN_AT_SPEED,PASS,NA,0.4781
1658,LOT_B002,W002,D0002,1.08,1.94,85,133.46,0.5492,7.705,1.81,ATPG_091,SCAN_AT_SPEED,PASS,NA,0.4581
1659,LOT_B002,W002,D0002,1.08,1.96,85,134.012,0.5334,7.063,1.738,ATPG_006,SCAN_AT_SPEED,PASS,NA,0.4381
1660,LOT_B002,W002,D0002,1.08,1.98,85,135.634,0.4971,7.609,1.834,ATPG_013,SCAN_AT_SPEED,PASS,NA,0.4181
1661,LOT_B002,W002,D0002,1.08,2.0,85,135.313,0.4804,7.237,1.713,ATPG_037,SCAN_AT_SPEED,PASS,NA,0.3981
1662,LOT_B002,W002,D0002,1.08,2.02,85,135.615,0.4807,7.15,1.773,ATPG_023,SCAN_AT_SPEED,PASS,NA,0.3781
1663,LOT_B002,W002,D0002,1.08,2.04,85,140.371,0.4753,7.527,1.83,ATPG_083,SCAN_AT_SPEED,PASS,NA,0.3581
1664,LOT_B002,W002,D0002,1.08,2.06,85,141.291,0.4846,7.46,1.784,ATPG_010,SCAN_AT_SPEED,PASS,NA,0.3381
1665,LOT_B002,W002,D0002,1.08,2.08,85,139.669,0.467,7.149,1.903,ATPG_064,SCAN_AT_SPEED,PASS,NA,0.3181
1666,LOT_B002,W002,D0002,1.08,2.1,85,138.484,0.4576,7.67,1.787,ATPG_007,SCAN_AT_SPEED,PASS,NA,0.2981
1667,LOT_B002,W002,D0002,1.08,2.12,85,144.071,0.4693,7.489,1.916,ATPG_017,SCAN_AT_SPEED,PASS,NA,0.2781
1668,LOT_B002,W002,D0002,1.08,2.14,85,143.397,0.4909,7.503,1.821,ATPG_048,SCAN_AT_SPEED,PASS,NA,0.2581
1669,LOT_B002,W002,D0002,1.08,2.16,85,144.128,0.441,7.856,1.833,ATPG_100,SCAN_AT_SPEED,PASS,NA,0.2381
1670,LOT_B002,W002,D0002,1.08,2.18,85,144.038,0.4414,7.365,1.708,ATPG_057,SCAN_AT_SPEED,PASS,NA,0.2181
1671,LOT_B002,W002,D0002,1.08,2.2,85,145.213,0.4542,7.604,1.852,ATPG_033,SCAN_AT_SPEED,PASS,NA,0.1981
1672,LOT_B002,W002,D0002,1.08,2.22,85,145.079,0.4356,7.241,1.805,ATPG_062,SCAN_AT_SPEED,PASS,NA,0.1781
1673,LOT_B002,W002,D0002,1.08,2.24,85,147.796,0.4273,7.627,1.81,ATPG_037,SCAN_AT_SPEED,PASS,NA,0.1581
1674,LOT_B002,W002,D0002,1.08,2.26,85,147.289,0.4168,7.864,1.885,ATPG_052,SCAN_AT_SPEED,PASS,NA,0.1381
1675,LOT_B002,W002,D0002,1.08,2.28,85,147.016,0.4775,7.123,1.755,ATPG_016,SCAN_AT_SPEED,PASS,NA,0.1181
