Point_ID,Lot_ID,Wafer_ID,Die_ID,VDD_V,Frequency_GHz,Test_Result,Failure_Code,March_Algorithm,Memory_Instance
845,LOT_M10,W01,D0005,0.84,1.05,PASS,NA,March_RAW,SRAM_SRAM2
846,LOT_M10,W01,D0005,0.84,1.12,PASS,NA,March_SS,SRAM_SRAM2
847,LOT_M10,W01,D0005,0.84,1.18,PASS,NA,March_C_minus,SRAM_SRAM0
848,LOT_M10,W01,D0005,0.84,1.24,PASS,NA,March_C_minus,SRAM_SRAM1
849,LOT_M10,W01,D0005,0.84,1.31,PASS,NA,March_C_minus,SRAM_SRAM2
850,LOT_M10,W01,D0005,0.84,1.37,PASS,NA,March_SS,SRAM_SRAM2
851,LOT_M10,W01,D0005,0.84,1.43,PASS,NA,March_C_minus,SRAM_SRAM0
852,LOT_M10,W01,D0005,0.84,1.49,FAIL,ADDRESS_DECODE_FAULT,March_C_minus,SRAM_SRAM1
853,LOT_M10,W01,D0005,0.84,1.56,FAIL,STUCK_AT,March_SS,SRAM_SRAM1
854,LOT_M10,W01,D0005,0.84,1.62,FAIL,COUPLING_FAULT,March_SS,SRAM_SRAM1
855,LOT_M10,W01,D0005,0.84,1.68,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM0
856,LOT_M10,W01,D0005,0.84,1.75,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM0
857,LOT_M10,W01,D0005,0.84,1.81,FAIL,COUPLING_FAULT,March_SS,SRAM_SRAM1
858,LOT_M10,W01,D0005,0.84,1.87,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM1
859,LOT_M10,W01,D0005,0.84,1.94,FAIL,RETENTION_FAULT,March_SS,SRAM_SRAM2
860,LOT_M10,W01,D0005,0.84,2.0,FAIL,RETENTION_FAULT,March_C_minus,SRAM_SRAM2
861,LOT_M10,W01,D0005,0.88,0.8,PASS,NA,March_SS,SRAM_SRAM0
862,LOT_M10,W01,D0005,0.88,0.86,PASS,NA,March_SS,SRAM_SRAM0
863,LOT_M10,W01,D0005,0.88,0.93,PASS,NA,March_RAW,SRAM_SRAM2
864,LOT_M10,W01,D0005,0.88,0.99,PASS,NA,March_C_minus,SRAM_SRAM1
865,LOT_M10,W01,D0005,0.88,1.05,PASS,NA,March_SS,SRAM_SRAM1
866,LOT_M10,W01,D0005,0.88,1.12,PASS,NA,March_SS,SRAM_SRAM2
867,LOT_M10,W01,D0005,0.88,1.18,PASS,NA,March_RAW,SRAM_SRAM2
868,LOT_M10,W01,D0005,0.88,1.24,PASS,NA,March_RAW,SRAM_SRAM2
869,LOT_M10,W01,D0005,0.88,1.31,PASS,NA,March_SS,SRAM_SRAM1
870,LOT_M10,W01,D0005,0.88,1.37,PASS,NA,March_SS,SRAM_SRAM1
871,LOT_M10,W01,D0005,0.88,1.43,PASS,NA,March_RAW,SRAM_SRAM2
872,LOT_M10,W01,D0005,0.88,1.49,PASS,NA,March_RAW,SRAM_SRAM0
873,LOT_M10,W01,D0005,0.88,1.56,PASS,NA,March_SS,SRAM_SRAM1
874,LOT_M10,W01,D0005,0.88,1.62,FAIL,RETENTION_FAULT,March_RAW,SRAM_SRAM1
875,LOT_M10,W01,D0005,0.88,1.68,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM0
876,LOT_M10,W01,D0005,0.88,1.75,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM2
877,LOT_M10,W01,D0005,0.88,1.81,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM0
878,LOT_M10,W01,D0005,0.88,1.87,FAIL,COUPLING_FAULT,March_RAW,SRAM_SRAM2
879,LOT_M10,W01,D0005,0.88,1.94,FAIL,ADDRESS_DECODE_FAULT,March_SS,SRAM_SRAM2
880,LOT_M10,W01,D0005,0.88,2.0,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM2
881,LOT_M10,W01,D0005,0.93,0.8,PASS,NA,March_SS,SRAM_SRAM2
882,LOT_M10,W01,D0005,0.93,0.86,PASS,NA,March_RAW,SRAM_SRAM0
883,LOT_M10,W01,D0005,0.93,0.93,PASS,NA,March_C_minus,SRAM_SRAM1
884,LOT_M10,W01,D0005,0.93,0.99,PASS,NA,March_RAW,SRAM_SRAM2
885,LOT_M10,W01,D0005,0.93,1.05,PASS,NA,March_C_minus,SRAM_SRAM2
886,LOT_M10,W01,D0005,0.93,1.12,PASS,NA,March_C_minus,SRAM_SRAM1
887,LOT_M10,W01,D0005,0.93,1.18,PASS,NA,March_C_minus,SRAM_SRAM2
888,LOT_M10,W01,D0005,0.93,1.24,PASS,NA,March_SS,SRAM_SRAM0
889,LOT_M10,W01,D0005,0.93,1.31,PASS,NA,March_C_minus,SRAM_SRAM1
890,LOT_M10,W01,D0005,0.93,1.37,PASS,NA,March_SS,SRAM_SRAM0
891,LOT_M10,W01,D0005,0.93,1.43,PASS,NA,March_RAW,SRAM_SRAM0
892,LOT_M10,W01,D0005,0.93,1.49,PASS,NA,March_SS,SRAM_SRAM0
893,LOT_M10,W01,D0005,0.93,1.56,PASS,NA,March_SS,SRAM_SRAM1
894,LOT_M10,W01,D0005,0.93,1.62,PASS,NA,March_RAW,SRAM_SRAM1
895,LOT_M10,W01,D0005,0.93,1.68,PASS,NA,March_SS,SRAM_SRAM2
896,LOT_M10,W01,D0005,0.93,1.75,PASS,NA,March_SS,SRAM_SRAM2
897,LOT_M10,W01,D0005,0.93,1.81,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM1
898,LOT_M10,W01,D0005,0.93,1.87,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM0
899,LOT_M10,W01,D0005,0.93,1.94,FAIL,COUPLING_FAULT,March_C_minus,SRAM_SRAM2
900,LOT_M10,W01,D0005,0.93,2.0,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM2
901,LOT_M10,W01,D0005,0.97,0.8,PASS,NA,March_SS,SRAM_SRAM1
902,LOT_M10,W01,D0005,0.97,0.86,PASS,NA,March_SS,SRAM_SRAM2
903,LOT_M10,W01,D0005,0.97,0.93,PASS,NA,March_C_minus,SRAM_SRAM0
904,LOT_M10,W01,D0005,0.97,0.99,PASS,NA,March_SS,SRAM_SRAM0
905,LOT_M10,W01,D0005,0.97,1.05,PASS,NA,March_C_minus,SRAM_SRAM1
906,LOT_M10,W01,D0005,0.97,1.12,PASS,NA,March_SS,SRAM_SRAM0
907,LOT_M10,W01,D0005,0.97,1.18,PASS,NA,March_RAW,SRAM_SRAM1
908,LOT_M10,W01,D0005,0.97,1.24,PASS,NA,March_RAW,SRAM_SRAM0
909,LOT_M10,W01,D0005,0.97,1.31,PASS,NA,March_SS,SRAM_SRAM2
910,LOT_M10,W01,D0005,0.97,1.37,PASS,NA,March_SS,SRAM_SRAM0
911,LOT_M10,W01,D0005,0.97,1.43,PASS,NA,March_RAW,SRAM_SRAM0
912,LOT_M10,W01,D0005,0.97,1.49,PASS,NA,March_C_minus,SRAM_SRAM1
913,LOT_M10,W01,D0005,0.97,1.56,PASS,NA,March_RAW,SRAM_SRAM0
914,LOT_M10,W01,D0005,0.97,1.62,PASS,NA,March_C_minus,SRAM_SRAM2
915,LOT_M10,W01,D0005,0.97,1.68,PASS,NA,March_C_minus,SRAM_SRAM0
916,LOT_M10,W01,D0005,0.97,1.75,PASS,NA,March_RAW,SRAM_SRAM2
917,LOT_M10,W01,D0005,0.97,1.81,PASS,NA,March_RAW,SRAM_SRAM2
918,LOT_M10,W01,D0005,0.97,1.87,PASS,NA,March_SS,SRAM_SRAM2
919,LOT_M10,W01,D0005,0.97,1.94,FAIL,STUCK_AT,March_SS,SRAM_SRAM1
920,LOT_M10,W01,D0005,0.97,2.0,FAIL,STUCK_AT,March_SS,SRAM_SRAM1
921,LOT_M10,W01,D0005,1.02,0.8,PASS,NA,March_RAW,SRAM_SRAM0
922,LOT_M10,W01,D0005,1.02,0.86,PASS,NA,March_C_minus,SRAM_SRAM1
923,LOT_M10,W01,D0005,1.02,0.93,PASS,NA,March_C_minus,SRAM_SRAM2
924,LOT_M10,W01,D0005,1.02,0.99,PASS,NA,March_C_minus,SRAM_SRAM2
925,LOT_M10,W01,D0005,1.02,1.05,PASS,NA,March_C_minus,SRAM_SRAM0
926,LOT_M10,W01,D0005,1.02,1.12,PASS,NA,March_C_minus,SRAM_SRAM0
927,LOT_M10,W01,D0005,1.02,1.18,PASS,NA,March_RAW,SRAM_SRAM2
928,LOT_M10,W01,D0005,1.02,1.24,PASS,NA,March_SS,SRAM_SRAM2
929,LOT_M10,W01,D0005,1.02,1.31,PASS,NA,March_C_minus,SRAM_SRAM1
930,LOT_M10,W01,D0005,1.02,1.37,PASS,NA,March_SS,SRAM_SRAM1
931,LOT_M10,W01,D0005,1.02,1.43,PASS,NA,March_C_minus,SRAM_SRAM2
932,LOT_M10,W01,D0005,1.02,1.49,PASS,NA,March_C_minus,SRAM_SRAM1
933,LOT_M10,W01,D0005,1.02,1.56,PASS,NA,March_C_minus,SRAM_SRAM0
934,LOT_M10,W01,D0005,1.02,1.62,PASS,NA,March_RAW,SRAM_SRAM2
935,LOT_M10,W01,D0005,1.02,1.68,PASS,NA,March_SS,SRAM_SRAM0
936,LOT_M10,W01,D0005,1.02,1.75,PASS,NA,March_C_minus,SRAM_SRAM2
937,LOT_M10,W01,D0005,1.02,1.81,PASS,NA,March_C_minus,SRAM_SRAM0
938,LOT_M10,W01,D0005,1.02,1.87,PASS,NA,March_C_minus,SRAM_SRAM2
939,LOT_M10,W01,D0005,1.02,1.94,PASS,NA,March_SS,SRAM_SRAM1
940,LOT_M10,W01,D0005,1.02,2.0,PASS,NA,March_C_minus,SRAM_SRAM1
941,LOT_M10,W01,D0005,1.06,0.8,PASS,NA,March_RAW,SRAM_SRAM2
942,LOT_M10,W01,D0005,1.06,0.86,PASS,NA,March_SS,SRAM_SRAM1
943,LOT_M10,W01,D0005,1.06,0.93,PASS,NA,March_C_minus,SRAM_SRAM1
944,LOT_M10,W01,D0005,1.06,0.99,PASS,NA,March_C_minus,SRAM_SRAM0
945,LOT_M10,W01,D0005,1.06,1.05,PASS,NA,March_RAW,SRAM_SRAM2
946,LOT_M10,W01,D0005,1.06,1.12,PASS,NA,March_RAW,SRAM_SRAM2
947,LOT_M10,W01,D0005,1.06,1.18,PASS,NA,March_SS,SRAM_SRAM2
948,LOT_M10,W01,D0005,1.06,1.24,PASS,NA,March_SS,SRAM_SRAM2
949,LOT_M10,W01,D0005,1.06,1.31,PASS,NA,March_SS,SRAM_SRAM0
950,LOT_M10,W01,D0005,1.06,1.37,PASS,NA,March_SS,SRAM_SRAM1
951,LOT_M10,W01,D0005,1.06,1.43,PASS,NA,March_RAW,SRAM_SRAM1
952,LOT_M10,W01,D0005,1.06,1.49,PASS,NA,March_C_minus,SRAM_SRAM0
953,LOT_M10,W01,D0005,1.06,1.56,PASS,NA,March_RAW,SRAM_SRAM0
954,LOT_M10,W01,D0005,1.06,1.62,PASS,NA,March_SS,SRAM_SRAM0
955,LOT_M10,W01,D0005,1.06,1.68,PASS,NA,March_RAW,SRAM_SRAM1
956,LOT_M10,W01,D0005,1.06,1.75,PASS,NA,March_RAW,SRAM_SRAM1
957,LOT_M10,W01,D0005,1.06,1.81,PASS,NA,March_C_minus,SRAM_SRAM2
958,LOT_M10,W01,D0005,1.06,1.87,PASS,NA,March_RAW,SRAM_SRAM1
959,LOT_M10,W01,D0005,1.06,1.94,PASS,NA,March_RAW,SRAM_SRAM1
960,LOT_M10,W01,D0005,1.06,2.0,PASS,NA,March_SS,SRAM_SRAM1
961,LOT_M10,W01,D0005,1.11,0.8,PASS,NA,March_SS,SRAM_SRAM0
962,LOT_M10,W01,D0005,1.11,0.86,PASS,NA,March_SS,SRAM_SRAM2
963,LOT_M10,W01,D0005,1.11,0.93,PASS,NA,March_C_minus,SRAM_SRAM2
964,LOT_M10,W01,D0005,1.11,0.99,PASS,NA,March_C_minus,SRAM_SRAM1
965,LOT_M10,W01,D0005,1.11,1.05,PASS,NA,March_C_minus,SRAM_SRAM0
966,LOT_M10,W01,D0005,1.11,1.12,PASS,NA,March_RAW,SRAM_SRAM2
967,LOT_M10,W01,D0005,1.11,1.18,PASS,NA,March_SS,SRAM_SRAM0
968,LOT_M10,W01,D0005,1.11,1.24,PASS,NA,March_C_minus,SRAM_SRAM0
969,LOT_M10,W01,D0005,1.11,1.31,PASS,NA,March_SS,SRAM_SRAM1
970,LOT_M10,W01,D0005,1.11,1.37,PASS,NA,March_SS,SRAM_SRAM1
971,LOT_M10,W01,D0005,1.11,1.43,PASS,NA,March_SS,SRAM_SRAM2
972,LOT_M10,W01,D0005,1.11,1.49,PASS,NA,March_C_minus,SRAM_SRAM0
973,LOT_M10,W01,D0005,1.11,1.56,PASS,NA,March_C_minus,SRAM_SRAM0
974,LOT_M10,W01,D0005,1.11,1.62,PASS,NA,March_C_minus,SRAM_SRAM0
975,LOT_M10,W01,D0005,1.11,1.68,PASS,NA,March_C_minus,SRAM_SRAM0
976,LOT_M10,W01,D0005,1.11,1.75,PASS,NA,March_RAW,SRAM_SRAM0
977,LOT_M10,W01,D0005,1.11,1.81,PASS,NA,March_RAW,SRAM_SRAM1
978,LOT_M10,W01,D0005,1.11,1.87,PASS,NA,March_C_minus,SRAM_SRAM1
979,LOT_M10,W01,D0005,1.11,1.94,PASS,NA,March_SS,SRAM_SRAM1
980,LOT_M10,W01,D0005,1.11,2.0,PASS,NA,March_RAW,SRAM_SRAM1
981,LOT_M10,W01,D0005,1.15,0.8,PASS,NA,March_SS,SRAM_SRAM1
982,LOT_M10,W01,D0005,1.15,0.86,PASS,NA,March_C_minus,SRAM_SRAM0
983,LOT_M10,W01,D0005,1.15,0.93,PASS,NA,March_RAW,SRAM_SRAM2
984,LOT_M10,W01,D0005,1.15,0.99,PASS,NA,March_C_minus,SRAM_SRAM2
985,LOT_M10,W01,D0005,1.15,1.05,PASS,NA,March_C_minus,SRAM_SRAM1
986,LOT_M10,W01,D0005,1.15,1.12,PASS,NA,March_SS,SRAM_SRAM2
987,LOT_M10,W01,D0005,1.15,1.18,PASS,NA,March_C_minus,SRAM_SRAM0
988,LOT_M10,W01,D0005,1.15,1.24,PASS,NA,March_RAW,SRAM_SRAM0
989,LOT_M10,W01,D0005,1.15,1.31,PASS,NA,March_SS,SRAM_SRAM2
990,LOT_M10,W01,D0005,1.15,1.37,PASS,NA,March_RAW,SRAM_SRAM0
991,LOT_M10,W01,D0005,1.15,1.43,PASS,NA,March_RAW,SRAM_SRAM0
992,LOT_M10,W01,D0005,1.15,1.49,PASS,NA,March_C_minus,SRAM_SRAM0
993,LOT_M10,W01,D0005,1.15,1.56,PASS,NA,March_C_minus,SRAM_SRAM0
994,LOT_M10,W01,D0005,1.15,1.62,PASS,NA,March_RAW,SRAM_SRAM1
995,LOT_M10,W01,D0005,1.15,1.68,PASS,NA,March_SS,SRAM_SRAM2
996,LOT_M10,W01,D0005,1.15,1.75,PASS,NA,March_RAW,SRAM_SRAM1
997,LOT_M10,W01,D0005,1.15,1.81,PASS,NA,March_SS,SRAM_SRAM1
998,LOT_M10,W01,D0005,1.15,1.87,PASS,NA,March_SS,SRAM_SRAM1
999,LOT_M10,W01,D0005,1.15,1.94,PASS,NA,March_C_minus,SRAM_SRAM2
1000,LOT_M10,W01,D0005,1.15,2.0,PASS,NA,March_C_minus,SRAM_SRAM1
1001,LOT_M10,W01,D0006,0.75,0.8,PASS,NA,March_SS,SRAM_SRAM1
1002,LOT_M10,W01,D0006,0.75,0.86,PASS,NA,March_C_minus,SRAM_SRAM0
1003,LOT_M10,W01,D0006,0.75,0.93,PASS,NA,March_SS,SRAM_SRAM0
1004,LOT_M10,W01,D0006,0.75,0.99,PASS,NA,March_C_minus,SRAM_SRAM1
1005,LOT_M10,W01,D0006,0.75,1.05,PASS,NA,March_C_minus,SRAM_SRAM2
1006,LOT_M10,W01,D0006,0.75,1.12,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM2
1007,LOT_M10,W01,D0006,0.75,1.18,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
1008,LOT_M10,W01,D0006,0.75,1.24,FAIL,RETENTION_FAULT,March_RAW,SRAM_SRAM2
1009,LOT_M10,W01,D0006,0.75,1.31,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM2
1010,LOT_M10,W01,D0006,0.75,1.37,FAIL,RETENTION_FAULT,March_C_minus,SRAM_SRAM2
1011,LOT_M10,W01,D0006,0.75,1.43,FAIL,STUCK_AT,March_RAW,SRAM_SRAM2
1012,LOT_M10,W01,D0006,0.75,1.49,FAIL,STUCK_AT,March_SS,SRAM_SRAM2
1013,LOT_M10,W01,D0006,0.75,1.56,FAIL,RETENTION_FAULT,March_C_minus,SRAM_SRAM1
1014,LOT_M10,W01,D0006,0.75,1.62,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM1
1015,LOT_M10,W01,D0006,0.75,1.68,FAIL,ADDRESS_DECODE_FAULT,March_SS,SRAM_SRAM1
1016,LOT_M10,W01,D0006,0.75,1.75,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM0
1017,LOT_M10,W01,D0006,0.75,1.81,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM2
1018,LOT_M10,W01,D0006,0.75,1.87,FAIL,RETENTION_FAULT,March_RAW,SRAM_SRAM0
1019,LOT_M10,W01,D0006,0.75,1.94,FAIL,ADDRESS_DECODE_FAULT,March_C_minus,SRAM_SRAM1
1020,LOT_M10,W01,D0006,0.75,2.0,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM2
1021,LOT_M10,W01,D0006,0.79,0.8,PASS,NA,March_C_minus,SRAM_SRAM1
1022,LOT_M10,W01,D0006,0.79,0.86,PASS,NA,March_RAW,SRAM_SRAM2
1023,LOT_M10,W01,D0006,0.79,0.93,PASS,NA,March_C_minus,SRAM_SRAM2
1024,LOT_M10,W01,D0006,0.79,0.99,PASS,NA,March_SS,SRAM_SRAM1
1025,LOT_M10,W01,D0006,0.79,1.05,PASS,NA,March_C_minus,SRAM_SRAM1
1026,LOT_M10,W01,D0006,0.79,1.12,PASS,NA,March_C_minus,SRAM_SRAM1
1027,LOT_M10,W01,D0006,0.79,1.18,PASS,NA,March_C_minus,SRAM_SRAM2
1028,LOT_M10,W01,D0006,0.79,1.24,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
1029,LOT_M10,W01,D0006,0.79,1.31,FAIL,STUCK_AT,March_SS,SRAM_SRAM0
1030,LOT_M10,W01,D0006,0.79,1.37,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM2
1031,LOT_M10,W01,D0006,0.79,1.43,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM1
1032,LOT_M10,W01,D0006,0.79,1.49,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM1
1033,LOT_M10,W01,D0006,0.79,1.56,FAIL,RETENTION_FAULT,March_SS,SRAM_SRAM0
1034,LOT_M10,W01,D0006,0.79,1.62,FAIL,STUCK_AT,March_SS,SRAM_SRAM0
1035,LOT_M10,W01,D0006,0.79,1.68,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM0
1036,LOT_M10,W01,D0006,0.79,1.75,FAIL,COUPLING_FAULT,March_RAW,SRAM_SRAM2
1037,LOT_M10,W01,D0006,0.79,1.81,FAIL,STUCK_AT,March_C_minus,SRAM_SRAM0
1038,LOT_M10,W01,D0006,0.79,1.87,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM2
1039,LOT_M10,W01,D0006,0.79,1.94,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM2
1040,LOT_M10,W01,D0006,0.79,2.0,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM2
1041,LOT_M10,W01,D0006,0.84,0.8,PASS,NA,March_RAW,SRAM_SRAM2
1042,LOT_M10,W01,D0006,0.84,0.86,PASS,NA,March_SS,SRAM_SRAM2
1043,LOT_M10,W01,D0006,0.84,0.93,PASS,NA,March_SS,SRAM_SRAM1
1044,LOT_M10,W01,D0006,0.84,0.99,PASS,NA,March_SS,SRAM_SRAM2
1045,LOT_M10,W01,D0006,0.84,1.05,PASS,NA,March_C_minus,SRAM_SRAM1
1046,LOT_M10,W01,D0006,0.84,1.12,PASS,NA,March_C_minus,SRAM_SRAM0
1047,LOT_M10,W01,D0006,0.84,1.18,PASS,NA,March_RAW,SRAM_SRAM0
1048,LOT_M10,W01,D0006,0.84,1.24,PASS,NA,March_C_minus,SRAM_SRAM2
1049,LOT_M10,W01,D0006,0.84,1.31,PASS,NA,March_SS,SRAM_SRAM0
1050,LOT_M10,W01,D0006,0.84,1.37,PASS,NA,March_RAW,SRAM_SRAM0
1051,LOT_M10,W01,D0006,0.84,1.43,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM1
1052,LOT_M10,W01,D0006,0.84,1.49,FAIL,ADDRESS_DECODE_FAULT,March_RAW,SRAM_SRAM0
1053,LOT_M10,W01,D0006,0.84,1.56,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM2
1054,LOT_M10,W01,D0006,0.84,1.62,FAIL,COUPLING_FAULT,March_C_minus,SRAM_SRAM1
1055,LOT_M10,W01,D0006,0.84,1.68,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM2
1056,LOT_M10,W01,D0006,0.84,1.75,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM0
1057,LOT_M10,W01,D0006,0.84,1.81,FAIL,COUPLING_FAULT,March_RAW,SRAM_SRAM1
1058,LOT_M10,W01,D0006,0.84,1.87,FAIL,RETENTION_FAULT,March_SS,SRAM_SRAM0
1059,LOT_M10,W01,D0006,0.84,1.94,FAIL,COUPLING_FAULT,March_RAW,SRAM_SRAM0
1060,LOT_M10,W01,D0006,0.84,2.0,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
1061,LOT_M10,W01,D0006,0.88,0.8,PASS,NA,March_C_minus,SRAM_SRAM2
1062,LOT_M10,W01,D0006,0.88,0.86,PASS,NA,March_SS,SRAM_SRAM0
1063,LOT_M10,W01,D0006,0.88,0.93,PASS,NA,March_RAW,SRAM_SRAM2
1064,LOT_M10,W01,D0006,0.88,0.99,PASS,NA,March_SS,SRAM_SRAM0
1065,LOT_M10,W01,D0006,0.88,1.05,PASS,NA,March_C_minus,SRAM_SRAM0
1066,LOT_M10,W01,D0006,0.88,1.12,PASS,NA,March_SS,SRAM_SRAM0
1067,LOT_M10,W01,D0006,0.88,1.18,PASS,NA,March_SS,SRAM_SRAM1
1068,LOT_M10,W01,D0006,0.88,1.24,PASS,NA,March_SS,SRAM_SRAM2
1069,LOT_M10,W01,D0006,0.88,1.31,PASS,NA,March_C_minus,SRAM_SRAM0
1070,LOT_M10,W01,D0006,0.88,1.37,PASS,NA,March_SS,SRAM_SRAM1
1071,LOT_M10,W01,D0006,0.88,1.43,PASS,NA,March_C_minus,SRAM_SRAM1
1072,LOT_M10,W01,D0006,0.88,1.49,PASS,NA,March_C_minus,SRAM_SRAM2
1073,LOT_M10,W01,D0006,0.88,1.56,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM0
1074,LOT_M10,W01,D0006,0.88,1.62,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM1
1075,LOT_M10,W01,D0006,0.88,1.68,FAIL,ADDRESS_DECODE_FAULT,March_C_minus,SRAM_SRAM0
1076,LOT_M10,W01,D0006,0.88,1.75,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM2
1077,LOT_M10,W01,D0006,0.88,1.81,FAIL,COUPLING_FAULT,March_SS,SRAM_SRAM2
1078,LOT_M10,W01,D0006,0.88,1.87,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM2
1079,LOT_M10,W01,D0006,0.88,1.94,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM1
1080,LOT_M10,W01,D0006,0.88,2.0,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM1
1081,LOT_M10,W01,D0006,0.93,0.8,PASS,NA,March_C_minus,SRAM_SRAM2
1082,LOT_M10,W01,D0006,0.93,0.86,PASS,NA,March_SS,SRAM_SRAM1
1083,LOT_M10,W01,D0006,0.93,0.93,PASS,NA,March_SS,SRAM_SRAM1
1084,LOT_M10,W01,D0006,0.93,0.99,PASS,NA,March_SS,SRAM_SRAM2
1085,LOT_M10,W01,D0006,0.93,1.05,PASS,NA,March_RAW,SRAM_SRAM1
1086,LOT_M10,W01,D0006,0.93,1.12,PASS,NA,March_C_minus,SRAM_SRAM2
1087,LOT_M10,W01,D0006,0.93,1.18,PASS,NA,March_C_minus,SRAM_SRAM2
1088,LOT_M10,W01,D0006,0.93,1.24,PASS,NA,March_SS,SRAM_SRAM2
1089,LOT_M10,W01,D0006,0.93,1.31,PASS,NA,March_SS,SRAM_SRAM2
1090,LOT_M10,W01,D0006,0.93,1.37,PASS,NA,March_SS,SRAM_SRAM1
1091,LOT_M10,W01,D0006,0.93,1.43,PASS,NA,March_SS,SRAM_SRAM1
1092,LOT_M10,W01,D0006,0.93,1.49,PASS,NA,March_C_minus,SRAM_SRAM1
1093,LOT_M10,W01,D0006,0.93,1.56,PASS,NA,March_C_minus,SRAM_SRAM0
1094,LOT_M10,W01,D0006,0.93,1.62,PASS,NA,March_SS,SRAM_SRAM0
1095,LOT_M10,W01,D0006,0.93,1.68,FAIL,ADDRESS_DECODE_FAULT,March_RAW,SRAM_SRAM1
1096,LOT_M10,W01,D0006,0.93,1.75,FAIL,RETENTION_FAULT,March_SS,SRAM_SRAM1
1097,LOT_M10,W01,D0006,0.93,1.81,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM0
1098,LOT_M10,W01,D0006,0.93,1.87,FAIL,STUCK_AT,March_C_minus,SRAM_SRAM0
1099,LOT_M10,W01,D0006,0.93,1.94,FAIL,STUCK_AT,March_SS,SRAM_SRAM0
1100,LOT_M10,W01,D0006,0.93,2.0,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM2
1101,LOT_M10,W01,D0006,0.97,0.8,PASS,NA,March_SS,SRAM_SRAM0
1102,LOT_M10,W01,D0006,0.97,0.86,PASS,NA,March_RAW,SRAM_SRAM1
1103,LOT_M10,W01,D0006,0.97,0.93,PASS,NA,March_C_minus,SRAM_SRAM2
1104,LOT_M10,W01,D0006,0.97,0.99,PASS,NA,March_SS,SRAM_SRAM1
1105,LOT_M10,W01,D0006,0.97,1.05,PASS,NA,March_RAW,SRAM_SRAM2
1106,LOT_M10,W01,D0006,0.97,1.12,PASS,NA,March_RAW,SRAM_SRAM2
1107,LOT_M10,W01,D0006,0.97,1.18,PASS,NA,March_C_minus,SRAM_SRAM2
1108,LOT_M10,W01,D0006,0.97,1.24,PASS,NA,March_SS,SRAM_SRAM1
1109,LOT_M10,W01,D0006,0.97,1.31,PASS,NA,March_C_minus,SRAM_SRAM1
1110,LOT_M10,W01,D0006,0.97,1.37,PASS,NA,March_SS,SRAM_SRAM2
1111,LOT_M10,W01,D0006,0.97,1.43,PASS,NA,March_SS,SRAM_SRAM0
1112,LOT_M10,W01,D0006,0.97,1.49,PASS,NA,March_RAW,SRAM_SRAM2
1113,LOT_M10,W01,D0006,0.97,1.56,PASS,NA,March_C_minus,SRAM_SRAM2
1114,LOT_M10,W01,D0006,0.97,1.62,PASS,NA,March_RAW,SRAM_SRAM0
1115,LOT_M10,W01,D0006,0.97,1.68,PASS,NA,March_RAW,SRAM_SRAM0
1116,LOT_M10,W01,D0006,0.97,1.75,PASS,NA,March_C_minus,SRAM_SRAM1
1117,LOT_M10,W01,D0006,0.97,1.81,FAIL,ADDRESS_DECODE_FAULT,March_SS,SRAM_SRAM2
