Point_ID,Lot_ID,Wafer_ID,Die_ID,VDD_V,Frequency_GHz,Temperature_C,Current_mA,Timing_ns,Leakage_mA,Test_Time_ms,March_Algorithm,Memory_Instance,Memory_Address,Test_ID,Test_Result,Failure_Code,Margin_GHz
449,LOT_B001,W002,D0002,1.122,2.433,85,86.223,0.2867,4.0993,1.85,MARCH_B,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.0553
450,LOT_B001,W002,D0002,1.122,2.47,85,85.733,0.2869,4.1483,1.637,MARCH_C_MINUS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.0184
451,LOT_B001,W002,D0002,1.122,2.506,85,86.158,0.2693,4.1387,1.667,MARCH_SS,SRAM_BANK_0,0x0DDF,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0184
452,LOT_B001,W002,D0002,1.122,2.543,85,86.005,0.291,4.2057,1.626,MATS_PLUS,SRAM_BANK_0,0xF740,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0553
453,LOT_B001,W002,D0002,1.122,2.58,85,87.411,0.2844,4.1241,1.64,MARCH_Y,SRAM_BANK_1,0x4F0E,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0921
454,LOT_B001,W002,D0002,1.122,2.617,85,88.496,0.2931,4.1464,1.782,MARCH_B,SRAM_BANK_1,0xC67D,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1289
455,LOT_B001,W002,D0002,1.122,2.654,85,88.965,0.2706,4.1794,1.639,MARCH_C_MINUS,SRAM_BANK_1,0x8D50,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1658
456,LOT_B001,W002,D0002,1.122,2.691,85,91.154,0.277,4.1787,1.724,MARCH_SS,CACHE_L1,0x9BC2,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2026
457,LOT_B001,W002,D0002,1.122,2.727,85,91.799,0.2301,4.1916,1.604,MATS_PLUS,CACHE_L1,0x602A,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2395
458,LOT_B001,W002,D0002,1.122,2.764,85,87.879,0.2569,4.1993,1.737,MARCH_Y,CACHE_L1,0x9FB0,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2763
459,LOT_B001,W002,D0002,1.122,2.801,85,86.952,0.2705,4.1136,1.63,MARCH_B,CACHE_L2,0xBCEF,MBIST_RUN,FAIL,FREQ_MARGIN,-0.3132
460,LOT_B001,W002,D0002,1.122,2.838,85,91.111,0.2676,4.0483,1.816,MARCH_C_MINUS,CACHE_L2,0x0E93,MBIST_RUN,FAIL,FREQ_MARGIN,-0.35
461,LOT_B001,W002,D0002,1.141,2.207,85,87.758,0.3412,4.3894,1.725,MARCH_SS,CACHE_L2,0xCCCD,MBIST_RUN,FAIL,COUPLING_FAULT,0.35
462,LOT_B001,W002,D0002,1.141,2.244,85,88.139,0.3402,4.3176,1.672,MATS_PLUS,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.3132
463,LOT_B001,W002,D0002,1.141,2.281,85,85.222,0.3022,4.1902,1.783,MARCH_Y,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.2763
464,LOT_B001,W002,D0002,1.141,2.318,85,86.257,0.2936,4.2227,1.614,MARCH_B,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.2395
465,LOT_B001,W002,D0002,1.141,2.354,85,88.167,0.3043,4.423,1.758,MARCH_C_MINUS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.2026
466,LOT_B001,W002,D0002,1.141,2.391,85,87.111,0.2878,4.2789,1.669,MARCH_SS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.1658
467,LOT_B001,W002,D0002,1.141,2.428,85,87.185,0.2798,4.2057,1.843,MATS_PLUS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.1289
468,LOT_B001,W002,D0002,1.141,2.465,85,87.894,0.2829,4.3832,1.706,MARCH_Y,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.0921
469,LOT_B001,W002,D0002,1.141,2.502,85,86.872,0.2712,4.2457,1.721,MARCH_B,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.0553
470,LOT_B001,W002,D0002,1.141,2.539,85,87.447,0.2736,4.3286,1.751,MARCH_C_MINUS,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.0184
471,LOT_B001,W002,D0002,1.141,2.575,85,88.999,0.2814,4.3278,1.756,MARCH_SS,CACHE_L1,0x696E,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0184
472,LOT_B001,W002,D0002,1.141,2.612,85,92.488,0.2833,4.2396,1.741,MATS_PLUS,CACHE_L1,0x3048,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0553
473,LOT_B001,W002,D0002,1.141,2.649,85,90.942,0.2872,4.2222,1.749,MARCH_Y,CACHE_L1,0x719C,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0921
474,LOT_B001,W002,D0002,1.141,2.686,85,93.241,0.2583,4.1964,1.613,MARCH_B,CACHE_L2,0xF5C0,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1289
475,LOT_B001,W002,D0002,1.141,2.723,85,90.369,0.2619,4.2858,1.839,MARCH_C_MINUS,CACHE_L2,0x2DA3,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1658
476,LOT_B001,W002,D0002,1.141,2.76,85,91.735,0.2755,4.2455,1.766,MARCH_SS,CACHE_L2,0x9349,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2026
477,LOT_B001,W002,D0002,1.141,2.796,85,90.857,0.2557,4.33,1.829,MATS_PLUS,REGFILE_A,0xFF9B,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2395
478,LOT_B001,W002,D0002,1.141,2.833,85,91.579,0.2571,4.0864,1.849,MARCH_Y,REGFILE_A,0x035B,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2763
479,LOT_B001,W002,D0002,1.141,2.87,85,93.834,0.2638,4.3766,1.623,MARCH_B,REGFILE_A,0x6170,MBIST_RUN,FAIL,FREQ_MARGIN,-0.3132
480,LOT_B001,W002,D0002,1.141,2.907,85,90.317,0.2289,4.3488,1.749,MARCH_C_MINUS,SRAM_BANK_0,0x865D,MBIST_RUN,FAIL,FREQ_MARGIN,-0.35
481,LOT_B001,W002,D0002,1.16,2.276,85,87.958,0.3211,4.5083,1.65,MARCH_SS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.35
482,LOT_B001,W002,D0002,1.16,2.313,85,89.628,0.3181,4.5146,1.617,MATS_PLUS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.3132
483,LOT_B001,W002,D0002,1.16,2.35,85,88.822,0.3043,4.5881,1.667,MARCH_Y,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.2763
484,LOT_B001,W002,D0002,1.16,2.387,85,89.308,0.299,4.5908,1.714,MARCH_B,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.2395
485,LOT_B001,W002,D0002,1.16,2.423,85,86.379,0.304,4.4538,1.711,MARCH_C_MINUS,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.2026
486,LOT_B001,W002,D0002,1.16,2.46,85,89.489,0.2945,4.4639,1.605,MARCH_SS,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.1658
487,LOT_B001,W002,D0002,1.16,2.497,85,89.015,0.2691,4.5011,1.832,MATS_PLUS,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.1289
488,LOT_B001,W002,D0002,1.16,2.534,85,89.649,0.2804,4.6422,1.665,MARCH_Y,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.0921
489,LOT_B001,W002,D0002,1.16,2.571,85,89.147,0.2773,4.5655,1.804,MARCH_B,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.0553
490,LOT_B001,W002,D0002,1.16,2.608,85,88.819,0.2794,4.4216,1.662,MARCH_C_MINUS,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.0184
491,LOT_B001,W002,D0002,1.16,2.644,85,94.579,0.2847,4.3942,1.807,MARCH_SS,CACHE_L2,0x1898,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0184
492,LOT_B001,W002,D0002,1.16,2.681,85,89.711,0.2742,4.5472,1.758,MATS_PLUS,REGFILE_A,0x04B0,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0553
493,LOT_B001,W002,D0002,1.16,2.718,85,91.806,0.265,4.5874,1.726,MARCH_Y,REGFILE_A,0x0295,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0921
494,LOT_B001,W002,D0002,1.16,2.755,85,93.211,0.2624,4.4763,1.715,MARCH_B,REGFILE_A,0xB99D,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1289
495,LOT_B001,W002,D0002,1.16,2.792,85,94.419,0.2466,4.5401,1.645,MARCH_C_MINUS,SRAM_BANK_0,0xAE2D,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1658
496,LOT_B001,W002,D0002,1.16,2.829,85,91.296,0.2304,4.6298,1.816,MARCH_SS,SRAM_BANK_0,0xE1E4,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2026
497,LOT_B001,W002,D0002,1.16,2.865,85,92.092,0.2687,4.4798,1.689,MATS_PLUS,SRAM_BANK_0,0xEBFB,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2395
498,LOT_B001,W002,D0002,1.16,2.902,85,90.759,0.2502,4.4487,1.642,MARCH_Y,SRAM_BANK_1,0x0E2E,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2763
499,LOT_B001,W002,D0002,1.16,2.939,85,90.447,0.2393,4.584,1.704,MARCH_B,SRAM_BANK_1,0x4BBD,MBIST_RUN,FAIL,FREQ_MARGIN,-0.3132
500,LOT_B001,W002,D0002,1.16,2.976,85,93.38,0.2498,4.6214,1.651,MARCH_C_MINUS,SRAM_BANK_1,0x7561,MBIST_RUN,FAIL,FREQ_MARGIN,-0.35
